hash,params,onchip_used_bytes,offchip_streamed_bytes,total_ops,mapped,latency_ms_median,latency_ms_min,latency_ms_p95,latency_ms_mean,n_timed,status
c6c7a7a185bfb133dba8e90aa748aa97,13153674,8032092,5200936,77,TRUE,12.4323,12.3259,12.6157,12.4569,100,timed
4f990320c51592a8f706c332104cdf90,3479434,3533701,0,86,TRUE,1.2529,1.2236,1.3417,1.2679,100,timed
febdd80a25f81f4500840977962e6091,4358538,4424990,0,95,TRUE,1.3928,1.3440,1.5055,1.4125,100,timed
8885e8e531900b8af1393e4e45cf43d8,4445834,4508876,0,104,TRUE,1.2925,1.2617,1.3951,1.3107,100,timed
c63fcba86f8fd2f2eefaceda05d9aac8,15075722,7864320,7319060,95,TRUE,17.2899,17.1766,17.3888,17.2949,100,timed
3bb5cbe9ee50ea47f1b9d9ef8c375db9,13153674,8021606,5211422,95,TRUE,12.7859,12.7063,12.9154,12.8078,100,timed
a220b0487ff7cbcd7d9b4a2bf689bee3,3918986,3974103,0,95,TRUE,1.4585,1.4063,1.6165,1.4816,100,timed
ccdbdaf440fa55eddccfe5549892a513,14196618,7969177,6322913,95,TRUE,15.1094,15.0003,15.2610,15.1300,100,timed
90ef47dbc5f8d324099359433fbe82df,22454154,8021606,14522777,95,TRUE,33.2718,33.1532,33.3843,33.2799,100,timed
8544d4b88c215d814f921c3d27ab9715,21411210,7864320,13631488,77,TRUE,31.3400,31.1890,31.4452,31.3461,100,timed
d727d54d6c752cf42f7aded2b2cc7b80,832413,1080033,0,95,TRUE,0.8529,0.8168,0.9626,0.8710,100,timed
825e80c1557fab300e9775840161bf8e,6070666,6134169,0,95,TRUE,1.5770,1.5379,1.7136,1.5983,100,timed
1eac8b63b3ed0ebddd37682e7d2b30d4,4006282,4068474,0,95,TRUE,1.2654,1.2142,1.3630,1.2787,100,timed
7eae29ce7b118b8684f79d1b18f5ab25,3742858,3795845,0,95,TRUE,1.2270,1.1887,1.3408,1.2442,100,timed
243037e12607b17d7f6704fcee4054af,1327754,1373634,0,59,TRUE,0.8608,0.8336,0.9738,0.8815,100,timed
0648c8fbdf36f125c1f0580e5a713f5a,7695498,7748976,0,86,TRUE,1.7197,1.6540,1.8707,1.7384,100,timed
eaefd4d11cad9513a6bfbf675804983d,4576396,5683281,0,89,TRUE,1.4119,1.3524,1.5386,1.4301,100,timed
1ecb5011982f7afbbe77f62781d9890a,22126474,8032092,14187233,113,TRUE,32.5729,32.4826,32.7739,32.6066,100,timed
9d6114a69e8dd4e9fd94a4135acefe34,420361,557312,0,95,TRUE,0.8286,0.7994,0.9114,0.8428,100,timed
0e1593a94de5bc5e0ebff96ebe4e7304,16118666,7969177,8262778,104,TRUE,19.2955,19.2021,19.4639,19.3100,100,timed
de4e842d79b6e1fc0ed6e7ffd24ee52d,15075722,7864320,7319060,104,TRUE,17.2278,17.1261,17.3785,17.2432,100,timed
941745c7ff13c8da20212953c63d1d32,8135050,7895777,297472,95,TRUE,1.9224,1.8740,2.0268,1.9487,100,timed
016dcad6f7847b83fa79dc0231d5a6d5,3410512,4246732,0,92,TRUE,1.2309,1.1817,1.3364,1.2448,100,timed
ee28f560654617e3e995470c56839a77,1623077,2055208,0,77,TRUE,0.8918,0.8427,1.0480,0.9225,100,timed
a4e403d5785a95fc72191cff16a321a6,21575050,7969177,13683916,50,TRUE,31.2842,31.0701,31.4689,31.3042,100,timed
756df5b9051397eadeaa19cae9c89652,3479434,3533701,0,95,TRUE,1.2893,1.2547,1.4137,1.3086,100,timed
bc87a8607312e46c1e5b8157354e44e6,2800487,3491758,0,95,TRUE,1.1711,1.1375,1.3212,1.1876,100,timed
2ea7c78ede3d80e4b444cefca490d9d3,2903390,3638558,0,101,TRUE,1.1442,1.1107,1.2313,1.1596,100,timed
c18167dbad42bf4b495860c48908c0c8,3039882,3082813,0,50,TRUE,0.9024,0.8741,1.0337,0.9185,100,timed
a293c4916be4760f28af550f784e4062,21247370,7853834,13474201,95,TRUE,31.2779,31.1293,31.4803,31.3069,100,timed
94077873c0860ab2590b655a1889e3c3,5611402,5704253,0,113,TRUE,1.9412,1.8804,2.0641,1.9606,100,timed
03b9809587069dbdac357e57b8ff0976,3742858,3795845,0,95,TRUE,1.2155,1.1832,1.3172,1.2303,100,timed
be8770aa22f4d87e9f298e7df5bb2cec,6334090,6396313,0,95,TRUE,1.4778,1.4331,1.6357,1.5003,100,timed
eb88cca91eb77beb19f50126349a8605,2974090,3040870,0,86,TRUE,1.6877,1.6463,1.7919,1.7030,100,timed
85745917b80e88f503fafc55d3b784c2,3742858,3795845,0,68,TRUE,0.9699,0.9382,1.0922,0.9996,100,timed
9440aadf0cbb3db290a9d87591c09be9,20368266,7790919,12656312,68,TRUE,29.1294,29.0052,29.2832,29.1493,100,timed
23210bc67e4905db94d53ca2faa94683,6818186,6920601,0,104,TRUE,1.8427,1.7914,1.9504,1.8597,100,timed
2e4bceda92325ada53fd79c859247925,712074,752640,0,59,TRUE,0.7481,0.7211,0.8662,0.7670,100,timed
016a8156059966556e79d93d1c1ace0a,2800487,3491758,0,95,TRUE,1.1946,1.1430,1.3099,1.2118,100,timed
7611f5af6fe0e785fc8dddff5c56a6fe,3742858,3795845,0,95,TRUE,1.3209,1.2814,1.4090,1.3331,100,timed
0404382a6b008f0313713a0adf913655,31590794,7969177,23718789,104,TRUE,53.8627,53.7239,54.0699,53.8838,100,timed
32d110bdebe97a3ff14e41a19bc5c49b,14196618,7969177,6322913,86,TRUE,15.0280,14.9208,15.1420,15.0334,100,timed
0e46dc003e269edef361afacbb1dfec7,2151197,2726297,0,98,TRUE,1.0852,1.0265,1.1931,1.1137,100,timed
6f156ca3180367695987bd202288e4c4,7695498,7748976,0,77,TRUE,1.6395,1.5995,1.7626,1.6603,100,timed
4f95133d98f72f4dc5e6e2b7b702df89,29668746,7906263,21852323,68,TRUE,49.8688,49.7564,50.0419,49.8774,100,timed
56d2a3860a876620dc350349b3bc369a,2898236,3638558,0,95,TRUE,1.1598,1.1140,1.3362,1.1889,100,timed
2e7117d2db43f73aa5f0c11b31d551ca,7871626,7927234,0,95,TRUE,1.8326,1.7982,1.9541,1.8519,100,timed
ab4515814f7cbfdd3c0731a979042b7f,2602252,3271557,0,86,TRUE,1.0982,1.0551,1.2465,1.1156,100,timed
440eb0e6a2a15d43b7de88aa18e60432,2788239,3491758,0,95,TRUE,1.1775,1.1453,1.3227,1.1963,100,timed
a6aa499904b38cfc07eeb87621b614cb,4182410,4246732,0,104,TRUE,1.3060,1.2716,1.4086,1.3245,100,timed
ce28096baf1c8154739e6479262057e0,2503003,3114270,0,80,TRUE,1.0553,1.0188,1.2401,1.0795,100,timed
3bf3515c1fe4fc15a90822afb65853f5,5631114,5683281,0,86,TRUE,1.4294,1.3902,1.5718,1.4466,100,timed
cb61ff5026aa4280858de250a5422623,3819435,4771020,0,95,TRUE,1.3344,1.2919,1.4506,1.3514,100,timed
b03f7cb52ec8640a3b4f171a735d482e,8135050,8032092,166400,95,TRUE,1.8465,1.7943,1.9667,1.8671,100,timed
cd407f79ee6de966c8c3608ac60ea9b0,2266601,2873098,0,98,TRUE,1.0705,1.0365,1.2191,1.0972,100,timed
80ad935d4722a32b3fe83d7d1e790ede,5061514,5138022,0,113,TRUE,1.5161,1.4566,1.6511,1.5270,100,timed
626d264142ff0a011c9d1a5cac11b109,2271418,2873098,0,98,TRUE,1.0746,1.0301,1.2472,1.0963,100,timed
d6c124aba638334ac6cee7489841ffa2,10462858,8032092,2495610,95,TRUE,6.4709,6.3811,6.7013,6.4989,100,timed
3c61acace9ccb5c8d09d3993a4535e1a,12274570,7853834,4487905,68,TRUE,10.8855,10.7945,11.0475,10.9121,100,timed
a29711f5a7d0a8ec8f2e53c6bddd7964,947817,1226833,0,86,TRUE,0.7766,0.7420,0.9335,0.7949,100,timed
f559dba143654abdbcf9cbad9c1883f9,5543818,5599395,0,77,TRUE,1.4154,1.3767,1.5556,1.4398,100,timed
96ad5bd16b5c2d4501ee3e16ef2a1dd8,5631114,5683281,0,86,TRUE,1.4011,1.3568,1.5273,1.4216,100,timed
47be656fde01f5f12561adb8ffed2abf,3039882,3082813,0,86,TRUE,1.2891,1.2442,1.4505,1.3084,100,timed
30076d2dd87fd2d84f81d0e03f377c05,5983370,6039797,0,77,TRUE,1.3504,1.3117,1.4851,1.3678,100,timed
031c1f0c8c25ed2705bfb80539a6b602,3479434,3533701,0,95,TRUE,1.3488,1.3112,1.4638,1.3619,100,timed
7249d1870bf53ad0b4e2fb501d6f3896,7695498,7748976,0,86,TRUE,1.7585,1.7046,1.8596,1.7758,100,timed
3d2007d30a4f4e8292f10aef473b932c,3479434,3533701,0,95,TRUE,1.3812,1.3318,1.4820,1.3923,100,timed
15cb16810ae9474dee310a1eb9328967,3071395,3858759,0,98,TRUE,1.2495,1.1936,1.4070,1.2662,100,timed
8a67d9ba0c93eb2f70c707fc6efff028,833576,1080033,0,101,TRUE,0.8665,0.8130,0.9432,0.8779,100,timed
2a3d57754e3da2cec361d4b21d05c911,5807242,5861539,0,86,TRUE,1.5226,1.4604,1.6440,1.5367,100,timed
4c96c71603c5fff4da5c01a29484d3be,3566730,3628072,0,77,TRUE,1.0594,1.0198,1.1334,1.0699,100,timed
812c06587548f3ae3f60452b70805bd5,11946890,8021606,3995074,104,TRUE,10.2834,10.2025,10.3969,10.2954,100,timed
559021065a4066ca9f7a7137f3aa017d,10199434,7906263,2359296,95,TRUE,6.2658,6.1784,6.4594,6.2964,100,timed
b1075acb15c1416eb97ad6607cef4f3b,6949770,7025459,0,104,TRUE,1.7216,1.6648,1.8330,1.7338,100,timed
529d37700ebe8ec1fc1bf204acaf424f,19489162,8021606,11534336,50,TRUE,26.7589,26.6420,26.9344,26.7788,100,timed
7984708a06fc3e37d577f96c99c1914c,1700674,2139095,0,95,TRUE,0.9311,0.8899,1.0227,0.9456,100,timed
3efc34735e14b14fe5d6fb52c9578b76,3303306,3355443,0,86,TRUE,1.1503,1.1189,1.2907,1.1696,100,timed
d8247320433d41c895e88548b5b4820c,6246794,6312427,0,104,TRUE,1.6085,1.5683,1.7394,1.6297,100,timed
499a1e154e7a374f942c6b492a5e57ea,3830154,3890216,0,86,TRUE,1.1308,1.0962,1.2224,1.1514,100,timed
79ac0ca945869f05b1fc34f4110f67d3,975498,1021440,0,41,TRUE,0.4762,0.4492,0.5821,0.4899,100,timed
e8a5ec87a4930851f02349c0cf821dcc,21411210,7853834,13641973,86,TRUE,31.4103,31.2965,31.6551,31.4349,100,timed
c385cff57230e741416398670b9fe6c5,5631114,5683281,0,86,TRUE,1.4070,1.3736,1.6130,1.4301,100,timed
8d9bd61b19a1c7b12f72ae934f99efb0,28789642,7853834,21002977,77,TRUE,48.0161,47.8783,48.2403,48.0393,100,timed
2b92baf1c73cd1db1bc4ef791da1bfa5,19489162,8021606,11534336,68,TRUE,26.9622,26.7653,27.1369,26.9824,100,timed
907802d27f786475545b76371b5b5da9,12110730,7790919,4393533,59,TRUE,10.5571,10.4871,10.6999,10.5756,100,timed
a2b1e16ff660f631ac8f510558f5e28e,3688389,4613734,0,95,TRUE,1.2841,1.2430,1.3837,1.3101,100,timed
71a8e99338968a1b97aff372cff0f436,30711690,7906263,22900899,95,TRUE,52.3298,52.1630,52.4561,52.3342,100,timed
d7bd21d7a9ef6ce35ad0ce05ebeb1829,5543818,5599395,0,95,TRUE,1.6372,1.5805,1.8238,1.6631,100,timed
0213ed65ad672eea518d0a12474f2c95,6686346,6752829,0,113,TRUE,1.6832,1.6385,1.8076,1.7204,100,timed
2f416b94decca6f4924fa1c57ac92695,1238922,1289748,0,68,TRUE,0.7499,0.7189,0.8958,0.7700,100,timed
71e04cbfe3702dc1ed4f20821e4af3c2,6070666,6134169,0,95,TRUE,1.5231,1.4869,1.6599,1.5416,100,timed
8aacaa51eb7421d4fe918e3421437986,29832586,8032092,21883781,77,TRUE,49.9182,49.7665,50.0591,49.9301,100,timed
06648f11e4c7ba76457d113f0d3501e1,13153674,7864320,5368709,86,TRUE,12.8400,12.7610,13.0445,12.8632,100,timed
9679451bb3280c35d3c4bb2141d70694,21411210,8032092,13463715,95,TRUE,31.0501,30.9255,31.1731,31.0587,100,timed
6e1a50a62823c2d9ac528de427d2a6b3,2776458,2820669,0,59,TRUE,1.0038,0.9667,1.1279,1.0270,100,timed
48e107ec5174c8c8d943f9e2f43164b1,11067786,7853834,3271557,86,TRUE,8.4231,8.3270,8.5993,8.4501,100,timed
7638de125a87ebdd2cc2b515b4d41fc9,1756463,2202009,0,95,TRUE,1.0220,0.9859,1.1331,1.0376,100,timed
c5b401ca33000a6675406689768cecd1,12274570,7864320,4487905,59,TRUE,10.9303,10.8531,11.1070,10.9551,100,timed
66b65750b26b4418ef9639f2b929fa0f,16118666,7969177,8262778,104,TRUE,19.3802,19.2725,19.5683,19.4011,100,timed
bb324de5f249ac88fbd794a0b956bcce,3380280,5064622,0,95,TRUE,1.4582,1.4109,1.6132,1.4838,100,timed
6cc6f27008da3cd95b7e159d4e26bdb7,2903390,3638558,0,98,TRUE,1.1436,1.1075,1.2975,1.1656,100,timed
1484414f42c86d8c9715aea5385d6725,6862474,6931087,0,113,TRUE,1.8225,1.7821,1.9379,1.8381,100,timed
8b7f9b37a02fdf554fb77e97a2c4edbb,22454154,8021606,14522777,95,TRUE,33.5546,33.4073,33.7670,33.5719,100,timed
951fbeab18853b16a3b9f31f410ccc3b,30711690,8021606,22785556,86,TRUE,51.8209,51.6491,51.9282,51.8217,100,timed
8da04adf608eb22905587f461a1c3edd,2265738,2422210,0,77,TRUE,0.8876,0.8541,1.0443,0.9019,100,timed
b8f5db82f5646ced448205c7de637f33,6686346,6752829,0,104,TRUE,1.7590,1.7212,1.9321,1.7853,100,timed
09fc2d10bdd6225e167a6f81a22a3f06,2810250,2873098,0,41,TRUE,0.8278,0.7894,0.9738,0.8509,100,timed
e3988770800f3e8dc33afdccc9eaba48,421663,557312,0,68,TRUE,0.6638,0.6285,0.7550,0.6768,100,timed
a325d39cf3ac0ed2648abf7cc578e38f,24376202,7969177,16515072,95,TRUE,37.8433,37.7373,38.0361,37.8656,100,timed
d9f4c44e48ec5b137847dd1ab5cf999b,8135050,7979663,217600,95,TRUE,1.8962,1.8529,2.0353,1.9152,100,timed
232b900e952d86a83b0ff85c0a22cca0,12110730,7906263,4278190,50,TRUE,10.3978,10.2974,10.5623,10.4157,100,timed
6a7021d931aae75193905e9f45a1f825,3511588,4404019,0,92,TRUE,1.2681,1.2271,1.4499,1.2913,100,timed
79e5e51f9c2ba884e37a1419b50108f4,1238922,1289748,0,86,TRUE,0.9439,0.8884,1.0526,0.9552,100,timed
ef4e122586af81af81e59d7a5fe852b4,8311178,7906263,465408,104,TRUE,2.2898,2.2334,2.4316,2.3180,100,timed
cef008d128c549094ea1700c25d812e1,715043,924928,0,71,TRUE,0.7001,0.6617,0.8362,0.7166,100,timed
2353fb48bc457d282a97ca0952fe81cc,30547850,7864320,22775070,86,TRUE,51.8113,51.6320,51.9421,51.8172,100,timed
a2193374d95ee8c3705d8c70065389e6,12989834,8032092,5043650,68,TRUE,12.1683,12.1051,12.3008,12.1907,100,timed
53c2caa74426879d33f892af2b4149c3,30547850,8032092,22607298,104,TRUE,51.5125,51.3724,51.6058,51.5125,100,timed
b8c0df1967a82ca4f0be3e88cf2efbb6,10199434,8032092,2233466,86,TRUE,5.8398,5.7632,5.9910,5.8679,100,timed
7a531e6f76569528f9feea0a2ced6f36,7125898,7203717,0,113,TRUE,1.8013,1.7609,1.9042,1.8099,100,timed
df19b7e9308a78486fa0b0374507f987,19489162,7790919,11765022,50,TRUE,27.1350,27.0163,27.2765,27.1469,100,timed
54cbad9f4badfda552f47b5c8aad5137,3479434,3533701,0,86,TRUE,1.1923,1.1577,1.3433,1.2142,100,timed
1f941406ab56a639aa09655485551228,1007260,1289748,0,89,TRUE,0.8734,0.8151,1.0152,0.8928,100,timed
2149da2d47575fcb253d4999f2b5e97c,12825994,7790919,5117050,113,TRUE,12.3511,12.2432,12.4976,12.4023,100,timed
d0f44e2dbf36429f1fe1ce50dc8eeed4,7125898,7203717,0,113,TRUE,1.7222,1.6947,1.8342,1.7410,100,timed
6bb3a5f158c57162b2a9671a1402725f,1931146,1981808,0,32,TRUE,0.6745,0.6469,0.7386,0.6882,100,timed
ebac81bdb8f5d131644eef19005ea271,2030730,2086666,0,77,TRUE,0.9053,0.8773,0.9481,0.9155,100,timed
fd83b620cd62fa6e920ad14214ae9dc8,22454154,7864320,14680064,77,TRUE,33.6410,33.4451,33.8359,33.6655,100,timed
6f6f173e3c0fa9ce47f9c0ed91264a3d,12110730,7864320,4320133,77,TRUE,10.5227,10.4599,10.6603,10.5526,100,timed
999343ba2fa65de082920986f582ef16,12274570,7969177,4372561,86,TRUE,10.7678,10.6867,10.8833,10.7736,100,timed
4245cf188529ab9dfb9f6ed42cf166fd,13317514,8032092,5368709,77,TRUE,12.9151,12.8184,13.1148,12.9533,100,timed
51832d14df0d1d5b0ef56dceeb63cae5,22454154,8021606,14522777,95,TRUE,33.5442,33.3899,33.6611,33.5544,100,timed
6ef23dc67b0326c9a53e757dcc44cdee,23333258,7790919,15644753,104,TRUE,35.9555,35.8287,36.1438,35.9641,100,timed
27869617a9bfc0da5f109c84c4a939c7,21411210,7853834,13641973,95,TRUE,31.4785,31.3562,31.6889,31.4986,100,timed
500b6b24be5e01566f7a24a1b3ddbf99,5631114,5683281,0,77,TRUE,1.3917,1.3499,1.5436,1.4123,100,timed
4bdd9640c37f761d912bd5275b0f71df,3742858,3795845,0,95,TRUE,1.2894,1.2405,1.3965,1.3099,100,timed
a6953265167b76e2ecab4eb0afad6a3d,2665799,3334471,0,95,TRUE,1.2033,1.1698,1.3672,1.2313,100,timed
a38ce90687a1f0d4d58ef9df300c4dc1,8574602,8032092,610304,95,TRUE,2.5168,2.4613,2.6825,2.5501,100,timed
6047adcded92b5d8126a9cc34054624b,20532106,7906263,12698255,41,TRUE,29.2132,29.1178,29.4313,29.2445,100,timed
110619da4fafebfc831b21d26343a230,1578289,1992294,0,77,TRUE,0.8676,0.8359,0.9715,0.8857,100,timed
af5a3a68e1353171ac670fe843660132,22290314,7853834,14533263,104,TRUE,33.4027,33.3299,33.5313,33.4206,100,timed
d60b34a41e93a34223bbe48371ead7d3,3534199,4404019,0,89,TRUE,1.2524,1.2226,1.3930,1.2729,100,timed
f0a9ffead5896eb67f55e754b787df34,1415050,1468006,0,95,TRUE,1.1272,1.0761,1.2270,1.1362,100,timed
af92509333e1f98b963251ce6f2011e3,4621962,4687134,0,113,TRUE,1.3530,1.3106,1.4728,1.3719,100,timed
ba913daa2e7faa0619ceea5b3b7db9bc,1678474,1730150,0,95,TRUE,1.0041,0.9647,1.1092,1.0204,100,timed
3cbfa9553b6dc916464f5015bf8b3ca0,1577512,1992294,0,95,TRUE,0.9453,0.9070,1.0705,0.9621,100,timed
451cb41d3d50e2e07e18f4ff81009276,4358538,4424990,0,104,TRUE,1.4915,1.4292,1.6847,1.5141,100,timed
17231e3e4bdb695ba7f4938fe4bb313f,1300746,1415577,0,77,TRUE,0.6958,0.6297,0.7927,0.7074,100,timed
d64330dd1ea0541471bfa08f9d7ad009,10188682,7853834,2380267,59,TRUE,6.4083,6.3204,6.5301,6.4242,100,timed
daa04c99428f1e8e209b044925bbe453,23497098,7906263,15697182,95,TRUE,36.0223,35.9122,36.2094,36.0500,100,timed
0c89700597ad3662c85d1a1457ca94c2,7432074,7486832,0,86,TRUE,1.8343,1.7955,1.9823,1.8504,100,timed
a86dde299f89b29f81573ed9e5a93999,5807242,5861539,0,95,TRUE,1.5201,1.4783,1.6754,1.5446,100,timed
f2cc97433654486df6c963e51f4dfd6f,13153674,8032092,5200936,59,TRUE,12.4828,12.3946,12.6636,12.5019,100,timed
6e66c8882a44d6d79613c399271aaa33,8750730,8032092,786432,104,TRUE,2.8815,2.8135,2.9629,2.8856,100,timed
68c6827857da65b3fa6ca5a0f6998255,3853194,3921674,0,95,TRUE,1.7457,1.6959,1.8916,1.7650,100,timed
1f5dd39f87696e1919815c0f2bfe69fc,14360458,7969177,6480199,77,TRUE,15.2453,15.1457,15.4623,15.2717,100,timed
81f5a40841c2dfc0dcad2cf76c88e80e,712074,752640,0,41,TRUE,0.5551,0.5223,0.6639,0.5783,100,timed
cd17cc7975a3b4f0b73facf850d79c18,9014154,8032092,1059061,104,TRUE,3.3275,3.2600,3.4221,3.3408,100,timed
e87bdd0d8c14d7bb29f7943e86b94da2,6510218,6574571,0,104,TRUE,1.5444,1.5072,1.6809,1.5600,100,timed
72cdfc295aa3c7e452a9480c570e4d5d,2738242,3418357,0,86,TRUE,1.0650,1.0273,1.2187,1.0876,100,timed
f30caa74b7fb37f137530a80d57497f3,3825366,4771020,0,95,TRUE,1.3233,1.2829,1.4531,1.3417,100,timed
b6cfe6189f05c33821cb9d0df417a8fc,14032778,7864320,6259998,104,TRUE,14.9249,14.7935,15.0635,14.9431,100,timed
4df77cc17c3da268de7f2566927bcf22,22617994,7895777,14816378,77,TRUE,33.9517,33.8202,34.0790,33.9617,100,timed
e09c915a4a4798c2bb9bc2d2222887de,888202,928768,0,59,TRUE,0.6993,0.6749,0.7892,0.7165,100,timed
32c96c20bcb45d11e569ec63a3aafb3d,5631114,5683281,0,59,TRUE,1.1770,1.1348,1.3097,1.2033,100,timed
ebc4564768c3236c93f2b21f02e0ddd3,8135050,8032092,166400,95,TRUE,1.8825,1.8333,2.0046,1.9271,100,timed
0934382716064e95d27691330b30253c,5104266,5148508,0,86,TRUE,1.5886,1.5484,1.7733,1.6140,100,timed
da64b84922d9d2bbaf218f3c42eb69c8,3382107,5064622,0,98,TRUE,1.4484,1.4012,1.6102,1.4688,100,timed
e7f31293566724324d3ccc875f097f01,2776458,2820669,0,41,TRUE,0.8442,0.8084,0.9447,0.8660,100,timed
1f7d9e17259b6fbd22a3f062aee0707f,23333258,7864320,15571353,95,TRUE,35.7182,35.6068,35.8445,35.7357,100,timed
04a50cabdbd9327c5a9cd2426e95fc9f,1591178,1646264,0,68,TRUE,0.8893,0.8561,1.0228,0.9105,100,timed
d6f3d6ba803c8de082ac11bf70ac7b43,3742858,3795845,0,95,TRUE,1.2498,1.2080,1.3482,1.2634,100,timed
f8e7dff2bc55b4f3b4d911787fa5ee06,22454154,7895777,14648606,95,TRUE,33.8193,33.6883,33.9455,33.8247,100,timed
19a7627b5a32093b415f7837ab27e5cd,3365427,5064622,0,95,TRUE,1.4262,1.3862,1.5991,1.4534,100,timed
1dc4b0379b65b432b148aeed88fc6504,2857003,4445962,0,101,TRUE,1.3491,1.3112,1.4331,1.3646,100,timed
74430d913c2550db7eded985b42dbfc3,4095114,4152360,0,113,TRUE,1.4676,1.4173,1.5665,1.4833,100,timed
f3b6690740bd363db9f2ec37ed01bd12,1615242,1740636,0,77,TRUE,0.8965,0.8599,1.0751,0.9270,100,timed
1ec8f6c2cee11678ee2390c9a260756d,5631114,5683281,0,86,TRUE,1.4351,1.3929,1.5496,1.4531,100,timed
69981a1f9489145abde585d9b4e47ab0,3216010,3261071,0,77,TRUE,1.1533,1.1146,1.2785,1.1675,100,timed
0b08e23e6e8b9337416ee884a50d577a,946570,1036288,0,68,TRUE,0.7274,0.6945,0.8359,0.7423,100,timed
2a0e13ead6ab55828814b273435fc75e,31590794,8021606,23676846,104,TRUE,53.8109,53.6351,53.9919,53.8334,100,timed
5298f5d306fd2e28bdf51009b4366933,5104266,5148508,0,50,TRUE,1.1586,1.1223,1.2977,1.1824,100,timed
5498ba534c256c9d086596e2b51cf170,3216010,3261071,0,59,TRUE,0.9713,0.9261,1.1242,0.9905,100,timed
e11345336a258038a60b4ee14b0b63ec,1740447,2202009,0,86,TRUE,0.9741,0.9339,1.0587,0.9894,100,timed
44bad87ab79a3a52454df027b78239d6,13317514,7969177,5431623,86,TRUE,13.1133,13.0123,13.2730,13.1387,100,timed
246b7cbd9e3cf0a489eaf9c4a1da7259,15075722,7864320,7319060,104,TRUE,17.3551,17.2763,17.4558,17.3629,100,timed
0a717117beece9157e67f6eb75517763,2205322,2275409,0,95,TRUE,0.9177,0.8782,1.0346,0.9525,100,timed
845a4b654acb7d14b25138c4d792eb74,12989834,7853834,5221908,104,TRUE,12.5777,12.4672,12.7161,12.5955,100,timed
16225523801005dd8ea21f1ef27c0310,13868938,7864320,6102712,113,TRUE,14.7228,14.6216,14.8500,14.7366,100,timed
6790a334e6b6c6547a7526fb9bfec9ec,29668746,7780433,21967667,95,TRUE,50.1890,49.8764,50.3698,50.2089,100,timed
89cb2b3dd91a73e067eea4b1b67e033d,8311178,7906263,465408,104,TRUE,2.2377,2.1961,2.4011,2.2609,100,timed
fc0a8da602b989aa622f1f3428b34d23,4896138,4980736,0,95,TRUE,1.6772,1.6315,1.8022,1.6946,100,timed
d8f10eace4b69883d6652114c7d3431d,14032778,7864320,6259998,104,TRUE,15.1259,14.9915,15.2661,15.1409,100,timed
5e11a5dd66f2fe5785675625e3df818a,3410512,4246732,0,92,TRUE,1.3142,1.2773,1.5174,1.3401,100,timed
6e0dbd705172b517f094c9a75db5b7c4,5807242,5861539,0,95,TRUE,1.6121,1.5715,1.7724,1.6390,100,timed
38da11ee56783f9cff5ecdfa0607cbad,1591178,1646264,0,86,TRUE,1.0575,1.0120,1.1430,1.0656,100,timed
fc42aef154235f2c6cc2b2a55df465b8,4182410,4246732,0,104,TRUE,1.3353,1.2971,1.4917,1.3531,100,timed
2796f1f6b3bc126233b45ddecb92ff18,1988123,2506096,0,101,TRUE,1.0100,0.9763,1.1380,1.0327,100,timed
57c7dedb40b94aab13305268fd0327d7,3918986,3974103,0,104,TRUE,1.3443,1.2956,1.4904,1.3599,100,timed
9be41c6cf6d0d5c24f123ede691165ec,3742858,3795845,0,95,TRUE,1.2140,1.1760,1.6428,1.2748,100,timed
ebace7e7ec5181756a89450508986151,5631114,5683281,0,77,TRUE,1.3844,1.3560,1.5751,1.4156,100,timed
7d9741575b0be783a7e67bf2185d60c9,12274570,7853834,4487905,77,TRUE,10.9911,10.8945,11.1559,11.0048,100,timed
771a888531d1c59b6c81308ef2a8dad7,11231626,7790919,3502243,41,TRUE,8.5459,8.4633,8.6711,8.5697,100,timed
1b52eedea10c86e566841c87ddfe4125,2619709,3271557,0,86,TRUE,1.1401,1.0658,1.2539,1.1572,100,timed
d9a6295bbadec2b1101b82fcb37e49b8,12110730,8021606,4162846,95,TRUE,10.4353,10.3553,10.6381,10.4638,100,timed
25f9518d1d78d0afa6973598504514c1,3303306,3355443,0,68,TRUE,1.0746,1.0287,1.2383,1.0945,100,timed
7a619819a92582cb90e72bcfcf59bf05,2632765,4141875,0,107,TRUE,1.3566,1.3198,1.5546,1.3779,100,timed
49a9d8dfd3aec23d3272a62ec606532b,12110730,7906263,4278190,68,TRUE,10.5745,10.5007,10.7042,10.6016,100,timed
31ea6f9a914eea7927d80d4574acdf7a,3517519,4404019,0,86,TRUE,1.2859,1.2427,1.7148,1.3421,100,timed
25b8b63322b04bdb25b851c263b2dc42,6070666,6134169,0,86,TRUE,1.4266,1.4009,1.5329,1.4435,100,timed
97889eea40097070385170769c219cbf,24212362,7906263,16420700,113,TRUE,37.6499,37.5386,37.8216,37.6655,100,timed
c31fc88bf3c0becde256e1b15e057305,3479434,3533701,0,86,TRUE,1.2657,1.2233,1.4385,1.2942,100,timed
fc0a95d2974d93a2e7b14ffa24579e3a,12966794,8032092,5012193,95,TRUE,12.2029,12.1094,12.3289,12.2063,100,timed
69889310ffdbb4feaa38a8bf64d33be0,3742858,3795845,0,95,TRUE,1.2175,1.1853,1.3633,1.2362,100,timed
