hash,params,total_ops,ops_on_tpu,ops_on_cpu,onchip_used_bytes,offchip_streamed_bytes,mapped,nonmapped_ops,status
0b08e23e6e8b9337416ee884a50d577a,946570,68,68,0,1036288,0,TRUE,,mapped
0b192a7077200e1888810a75d49754f3,4182410,95,95,0,4246732,0,TRUE,,mapped
0b311d4cc1e30b4e6643be185f501b28,12110730,68,68,0,7790919,4393533,TRUE,,mapped
0b4c894ca3edffb49c77ea258aa3f72e,6510218,86,86,0,6574571,0,TRUE,,mapped
0b6b76b6f2150440bf717d660b3fd567,2030730,95,95,0,2086666,0,TRUE,,mapped
0bc81d0ab8d29c89e00e8795ea66bcad,14196618,77,77,0,7864320,6427770,TRUE,,mapped
0c7938a14731a85d2fd0aca298eda074,12110730,86,86,0,7864320,4320133,TRUE,,mapped
0c89700597ad3662c85d1a1457ca94c2,7432074,86,86,0,7486832,0,TRUE,,mapped
0cc9426bf35e6e110d77bb8fbca177ba,10188682,50,50,0,7790919,2453667,TRUE,,mapped
0cd5aff4e3f44ec7fd0cdea0b25cbcc5,6070666,86,86,0,6134169,0,TRUE,,mapped
0d3c0ce16a90c0d50618769f2547c8f2,20368266,86,86,0,8021606,12415139,TRUE,,mapped
0d90a5d14d815418d08a5a53d9f0bad2,4521276,95,95,0,6490685,0,TRUE,,mapped
0da761dba61a8ddaa4458e24c94abffc,2776458,86,86,0,2820669,0,TRUE,,mapped
0dee31cc5fa22a286f00a90c2dc8f8ee,19489162,77,77,0,7853834,11691622,TRUE,,mapped
0e1593a94de5bc5e0ebff96ebe4e7304,16118666,104,104,0,7969177,8262778,TRUE,,mapped
0e29b0f85d696cc300af5b65c7ea264d,31754634,95,95,0,7895777,23959961,TRUE,,mapped
0e31775732548b0c90d80a6bd2f9154d,10023306,77,77,0,8032092,2055208,TRUE,,mapped
0e46dc003e269edef361afacbb1dfec7,2151197,98,98,0,2726297,0,TRUE,,mapped
0ea046bd83ad24242aa4e1ed1090a073,11067786,86,86,0,7853834,3271557,TRUE,,mapped
0ed8f83666e1fb7f79ca02bdde890d2d,1013770,68,68,0,1111490,0,TRUE,,mapped
0ee493fe7bb618a0ae642840558f62a0,1767306,50,50,0,1814036,0,TRUE,,mapped
110619da4fafebfc831b21d26343a230,1578289,77,77,0,1992294,0,TRUE,,mapped
115c3dfab6fd1231dd465ca5a0d5b507,3303306,50,50,0,3355443,0,TRUE,,mapped
11ce5773627a6bc429030308a0a119ff,5543818,59,59,0,5599395,0,TRUE,,mapped
11f2e9e8dbc0f211fde593054d04225a,31754634,95,95,0,7969177,23886561,TRUE,,mapped
126ea449e5bc5ea4428d138c5c5ff41d,3525514,113,113,0,3596615,0,TRUE,,mapped
1285fc826d8c65dc92f132f21565d83e,38090122,86,86,0,7895777,30272389,TRUE,,mapped
12f87ffb6565d759e00d7536ae4b5200,5543818,95,95,0,5599395,0,TRUE,,mapped
1301d79cd7922fa516eea152b69b1aca,2664111,101,101,0,3334471,0,TRUE,,mapped
139eaf391eac2a81db1f8c2c773217bf,3031497,98,98,0,3785359,0,TRUE,,mapped
13e677d747f01fcad4c15aa4b6d86c96,6862474,113,113,0,6931087,0,TRUE,,mapped
1484414f42c86d8c9715aea5385d6725,6862474,113,113,0,6931087,0,TRUE,,mapped
1499a73e3b84789ad556ca8303455065,24376202,95,95,0,7906263,16588472,TRUE,,mapped
15392df31d78737912a7fb12485d4cd6,2974090,50,50,0,3040870,0,TRUE,,mapped
1583dcc40be576ec7008f126e6e81512,5775242,95,95,0,5872025,0,TRUE,,mapped
1596fd1ef512a1f2e0d53a5f56881d8c,3918986,95,95,0,3974103,0,TRUE,,mapped
15ab0e32f80a8c849f3059558d6870ef,12989834,104,104,0,7864320,5211422,TRUE,,mapped
15cb16810ae9474dee310a1eb9328967,3071395,98,98,0,3858759,0,TRUE,,mapped
16145ce8a1a7ec9c0cc956d794267763,3487287,95,95,0,5211422,0,TRUE,,mapped
16225523801005dd8ea21f1ef27c0310,13868938,113,113,0,7864320,6102712,TRUE,,mapped
167e7c85c4a65b87b0fd985096f55495,22290314,104,104,0,7864320,14522777,TRUE,,mapped
168e95938db8e7c52112e58c0f292079,1415050,50,50,0,1468006,0,TRUE,,mapped
16a0f01729c0044e29933500d3355681,6070666,68,68,0,6134169,0,TRUE,,mapped
17231e3e4bdb695ba7f4938fe4bb313f,1300746,77,77,0,1415577,0,TRUE,,mapped
173b06d79e4c725a3c7bb7d2d1a05177,2794695,95,95,0,3491758,0,TRUE,,mapped
174c06f72389faa51a6b8153b87fd380,12989834,86,86,0,7790919,5284823,TRUE,,mapped
178a4448e12d9f02821df3b4993a5897,22454154,86,86,0,7906263,14648606,TRUE,,mapped
17fd2abaf102f70113324aa2e536f8c4,1978038,98,98,0,2506096,0,TRUE,,mapped
1861cea8716fd7bebbd36446e7c95ea5,5807242,95,95,0,5861539,0,TRUE,,mapped
1864812c899522d96a54dec5a4625e45,1749642,77,77,0,1887436,0,TRUE,,mapped
18717f525fd1554aea7a0ec9907b633a,1740447,95,95,0,2202009,0,TRUE,,mapped
188ca2126f2621e2f367864d15117356,5807242,86,86,0,5861539,0,TRUE,,mapped
18e7e3d39b5b57052ca70818bd8382e4,20532106,41,41,0,7969177,12635340,TRUE,,mapped
18f0bea6e38607c88b03a8b2ba7bcc8e,4017034,59,59,0,4089446,0,TRUE,,mapped
19a7627b5a32093b415f7837ab27e5cd,3365427,95,95,0,5064622,0,TRUE,,mapped
1a23d766bc88a66c08a77daa62511899,11946890,68,68,0,7864320,4152360,TRUE,,mapped
1a2c54fe9e8c032f910a50333346e317,1458454,89,89,0,1835008,0,TRUE,,mapped
1ae5551b973f460743db65219af7898c,12110730,68,68,0,7895777,4288675,TRUE,,mapped
1afab1094896c3d6eee4534861682aea,3534199,89,89,0,4404019,0,TRUE,,mapped
1afd00395ec69ed9f63948e25b6b3fe9,3039882,77,77,0,3082813,0,TRUE,,mapped
1b52eedea10c86e566841c87ddfe4125,2619709,86,86,0,3271557,0,TRUE,,mapped
1b907c229ed015b3f2ef1a17ed706709,6070666,95,95,0,6134169,0,TRUE,,mapped
1c14688f9132dec0c53d90f9480c8527,3014829,98,98,0,3785359,0,TRUE,,mapped
1c5e924cca660d3ff445a2f34da5e7d9,3704544,104,104,0,4613734,0,TRUE,,mapped
1ca7a0759b04e3e871b9391849ff5914,2776458,50,50,0,2820669,0,TRUE,,mapped
1d32ff28746ec3f856ff5b2103ff8c87,10199434,95,95,0,8032092,2233466,TRUE,,mapped
1d51417872db404b98002772ce6918ef,12274570,86,86,0,7969177,4372561,TRUE,,mapped
1dc1e82eea097075a9e046d10b419a42,14032778,104,104,0,7969177,6155141,TRUE,,mapped
1dc4b0379b65b432b148aeed88fc6504,2857003,101,101,0,4445962,0,TRUE,,mapped
1e174f53f1f1ab7f67f3117c88f06469,31590794,104,104,0,7790919,23907532,TRUE,,mapped
1e3dad61a43e8ea069745069f68062e3,7432074,68,68,0,7486832,0,TRUE,,mapped
1e7a78da6c7fdcd80c785c167a962a25,6334090,95,95,0,6396313,0,TRUE,,mapped
1eac8b63b3ed0ebddd37682e7d2b30d4,4006282,95,95,0,4068474,0,TRUE,,mapped
1ec8f6c2cee11678ee2390c9a260756d,5631114,86,86,0,5683281,0,TRUE,,mapped
1ecb5011982f7afbbe77f62781d9890a,22126474,113,113,0,8032092,14187233,TRUE,,mapped
1eedce0cf2d0b9e046f262a7348bd5a4,1941898,95,95,0,2002780,0,TRUE,,mapped
1eeeb1ba375ad89b28edc6e8b86d2b95,5367690,86,86,0,5421137,0,TRUE,,mapped
1f5dd39f87696e1919815c0f2bfe69fc,14360458,77,77,0,7969177,6480199,TRUE,,mapped
1f7d9e17259b6fbd22a3f062aee0707f,23333258,95,95,0,7864320,15571353,TRUE,,mapped
1f941406ab56a639aa09655485551228,1007260,89,89,0,1289748,0,TRUE,,mapped
1fe74490deafa6dc78260f94be11881d,22290314,104,104,0,7853834,14533263,TRUE,,mapped
20259ceb22b0ddbdc2fa770958593602,1757765,95,95,0,2202009,0,TRUE,,mapped
20eb3079cc47b71a42078650fef10acb,6686346,104,104,0,6752829,0,TRUE,,mapped
2105e2560b24d9f593f378f60564da62,1813801,95,95,0,2285895,0,TRUE,,mapped
21441e79b8e2987920db18e3db6dbe26,6773642,104,104,0,6847201,0,TRUE,,mapped
2149da2d47575fcb253d4999f2b5e97c,12825994,113,113,0,7790919,5117050,TRUE,,mapped
216b95c163d04dd694c711adfcb33a2f,1415050,86,86,0,1468006,0,TRUE,,mapped
21ba5b8c49bac5132d4b27d0a52309e9,4621962,95,95,0,4687134,0,TRUE,,mapped
21fc7949ccbefbbaaa879490155fce24,5543818,95,95,0,5599395,0,TRUE,,mapped
2287179716f9f737509e545a72935d73,14196618,95,95,0,7969177,6322913,TRUE,,mapped
229ad37fca0db5be24bfcce9cb434885,12110730,50,50,0,8032092,4152360,TRUE,,mapped
23210bc67e4905db94d53ca2faa94683,6818186,104,104,0,6920601,0,TRUE,,mapped
232b900e952d86a83b0ff85c0a22cca0,12110730,50,50,0,7906263,4278190,TRUE,,mapped
2353fb48bc457d282a97ca0952fe81cc,30547850,86,86,0,7864320,22775070,TRUE,,mapped
23c627ab1005986bc302013e636f74b7,12274570,77,77,0,7969177,4372561,TRUE,,mapped
23d302b91df3ec80c544842601aa257e,422188,71,71,0,557312,0,TRUE,,mapped
23f8555ecc00f016e990ecc73ea974b7,6686346,113,113,0,6752829,0,TRUE,,mapped
243037e12607b17d7f6704fcee4054af,1327754,59,59,0,1373634,0,TRUE,,mapped
246b7cbd9e3cf0a489eaf9c4a1da7259,15075722,104,104,0,7864320,7319060,TRUE,,mapped
24a787a1d9370b2a4774f02d5ec9c4d3,3830154,86,86,0,3890216,0,TRUE,,mapped
24c4c721360d64daac9dd571817d6f6b,3742858,95,95,0,3795845,0,TRUE,,mapped
25096dc2986f9bd17a2d1ec37f88cfdf,15075722,104,104,0,8032092,7151288,TRUE,,mapped
250c5f63f0a4a985e704c8b6b34fd6ef,8750730,104,104,0,7906263,912896,TRUE,,mapped
254b3c11e4f6b7efff630810abcfb911,830972,101,101,0,1080033,0,TRUE,,mapped
2570684e6c93beef23eba988fc127e25,12110730,68,68,0,7864320,4320133,TRUE,,mapped
257bbcabebeac5cf4a05d90f7c40e153,8574602,77,77,0,8032092,610304,TRUE,,mapped
25a0e9ef34153e7ebbc2859b240a8aa4,3689354,104,104,0,3764387,0,TRUE,,mapped
25b8b63322b04bdb25b851c263b2dc42,6070666,86,86,0,6134169,0,TRUE,,mapped
25f9518d1d78d0afa6973598504514c1,3303306,68,68,0,3355443,0,TRUE,,mapped
2606681fe3610e3e4daf4995c9080417,2032000,104,104,0,2569011,0,TRUE,,mapped
2626b5c0d77a00273062ab96adf47b64,3303306,86,86,0,3355443,0,TRUE,,mapped
26ba0d72dc61765a22e3a27a93a358a2,4445834,104,104,0,4508876,0,TRUE,,mapped
273858a4ae59fff330b62302797c3060,5104266,59,59,0,5148508,0,TRUE,,mapped
276d9b262722e4cb6391dc9fed698aa7,24376202,104,104,0,7969177,16515072,TRUE,,mapped
2777d15efdb2babf660108adf41b5c58,2727241,95,95,0,3418357,0,TRUE,,mapped
27869617a9bfc0da5f109c84c4a939c7,21411210,95,95,0,7853834,13641973,TRUE,,mapped
278a65c91e279624407615a84f3282c4,2974090,32,32,0,3040870,0,TRUE,,mapped
2796f1f6b3bc126233b45ddecb92ff18,1988123,101,101,0,2506096,0,TRUE,,mapped
27dc55892a49a9dd4fc9732c25d8fbcc,10462858,95,95,0,8032092,2495610,TRUE,,mapped
28087cc5e605205e2d53e79eb4b22942,14196618,77,77,0,7969177,6322913,TRUE,,mapped
281a90bd259878c4e3a6812d68e0bc4b,3039882,86,86,0,3082813,0,TRUE,,mapped
2828eef801200e5557e3024786e8ec74,6686346,104,104,0,6752829,0,TRUE,,mapped
287b525d274fd684528ed557aa9e6b11,5807242,86,86,0,5861539,0,TRUE,,mapped
28986004b1d5902d97878e6a72802dc9,2456616,86,86,0,3932160,0,TRUE,,mapped
2a0e13ead6ab55828814b273435fc75e,31590794,104,104,0,8021606,23676846,TRUE,,mapped
2a3d57754e3da2cec361d4b21d05c911,5807242,86,86,0,5861539,0,TRUE,,mapped
2a5ecf52cbbc72f82e9d3f85f3899354,2784332,95,95,0,3491758,0,TRUE,,mapped
2a922a7a0697d6ce64e8d578155b0c0d,8311178,104,104,0,7979663,390656,TRUE,,mapped
2a9de05ff1fb55ac3c8e8700b6945372,23497098,86,86,0,7969177,15634268,TRUE,,mapped
2ac790ea15872d689a7c1dde78d435fd,13153674,68,68,0,7790919,5452595,TRUE,,mapped
2af739975919c70aeb3220cf342a675e,3853194,59,59,0,3921674,0,TRUE,,mapped
2b1027320feb50ac8ec9666faecc71d5,4301142,95,95,0,6186598,0,TRUE,,mapped
2b793391542d1c3feb8480612fe8f236,4269706,86,86,0,4341104,0,TRUE,,mapped
2b92baf1c73cd1db1bc4ef791da1bfa5,19489162,68,68,0,8021606,11534336,TRUE,,mapped
2bbd45993be265cb509161b6d75c8d92,14032778,104,104,0,7853834,6270484,TRUE,,mapped
2bf548699570ea68a4cd1b967cd088d5,6510218,104,104,0,6574571,0,TRUE,,mapped
2c6d2b337e4e88e1b95b956eeb25a765,6246794,104,104,0,6312427,0,TRUE,,mapped
2c751a7023a29f5c4e0b9d47e3db010d,2118026,95,95,0,2181038,0,TRUE,,mapped
2c8251c708c98122e003a8b7e6e1b7cc,19489162,41,41,0,7864320,11691622,TRUE,,mapped
2ce34fada9900cdbd52a7d113f4b7055,1577512,86,86,0,1992294,0,TRUE,,mapped
2d28553a81331f53056dd92d99c4f169,658477,98,98,0,858368,0,TRUE,,mapped
2d5413cb4137167fcd3dbfc48f88367f,2767014,80,80,0,3491758,0,TRUE,,mapped
2d91b76965365cc40770e11ff78762cb,21411210,95,95,0,7853834,13641973,TRUE,,mapped
2e3850a1615f1146eb28fc4849aec8ee,8398474,86,86,0,7895777,566784,TRUE,,mapped
2e4bceda92325ada53fd79c859247925,712074,59,59,0,752640,0,TRUE,,mapped
2e7117d2db43f73aa5f0c11b31d551ca,7871626,95,95,0,7927234,0,TRUE,,mapped
2ea7c78ede3d80e4b444cefca490d9d3,2903390,101,101,0,3638558,0,TRUE,,mapped
2ebda12d9d5ec14d5f1aaca1f53ef203,5631114,59,59,0,5683281,0,TRUE,,mapped
2ee627980d8e573758a45c6b555c2853,1464385,101,101,0,1835008,0,TRUE,,mapped
2f04860e35acafe5d543b959bebdf83a,12274570,59,59,0,7853834,4487905,TRUE,,mapped
2f0e3ffd9e4576589b4a0a21bf2bf01d,2974090,41,41,0,3040870,0,TRUE,,mapped
2f15ccd4bd9b45cb3ad9ecee049305d4,7871626,86,86,0,7906263,23040,TRUE,,mapped
2f416b94decca6f4924fa1c57ac92695,1238922,68,68,0,1289748,0,TRUE,,mapped
2f46c9d2f1cff176f34a2295c49822bc,3039882,41,41,0,3082813,0,TRUE,,mapped
30076d2dd87fd2d84f81d0e03f377c05,5983370,77,77,0,6039797,0,TRUE,,mapped
313736e5b054727569cd58208e87ba83,2908985,95,95,0,3638558,0,TRUE,,mapped
316e8d8502dc03f3796a24a53138df45,8135050,95,95,0,8032092,166400,TRUE,,mapped
316eef4bcc20e9a3f7ca6f32b4600e58,6246794,104,104,0,6312427,0,TRUE,,mapped
3188d3640055b5804e05ae706718379f,4006282,95,95,0,4068474,0,TRUE,,mapped
31d1039b23e8e5454fcc96406b9c94e5,1151626,59,59,0,1195376,0,TRUE,,mapped
31ea6f9a914eea7927d80d4574acdf7a,3517519,86,86,0,4404019,0,TRUE,,mapped
32195ce3cf7d3a6fbae3ad82cffb5bc3,1860143,95,95,0,2359296,0,TRUE,,mapped
3283061ebb976602b31602ffe86eef8b,11231626,41,41,0,7864320,3428843,TRUE,,mapped
32901a6e3614f2ee9c380c73c1866fef,22454154,77,77,0,7864320,14680064,TRUE,,mapped
32b26a4044bf082b0ad80f5dad618d76,11231626,41,41,0,7864320,3428843,TRUE,,mapped
32c96c20bcb45d11e569ec63a3aafb3d,5631114,59,59,0,5683281,0,TRUE,,mapped
32d110bdebe97a3ff14e41a19bc5c49b,14196618,86,86,0,7969177,6322913,TRUE,,mapped
32d94cb57e0ea110e7a28555bdcacf71,6070666,95,95,0,6134169,0,TRUE,,mapped
33704b07a5a9057ba5b18f1cc2709d14,2381450,104,104,0,2453667,0,TRUE,,mapped
33c3a6e65de0802b77577b5416b38e14,8135050,95,95,0,8032092,166400,TRUE,,mapped
33de711d058769a9bc82740ea963bfe7,2457078,104,104,0,3093299,0,TRUE,,mapped
33e306159a60bba2d574ffc5f4ed7f14,5104266,77,77,0,5148508,0,TRUE,,mapped
3407944b22d4b1d0cccbd8e070424ce4,3039882,41,41,0,3082813,0,TRUE,,mapped
348b466a1cc13ad6e0e173b8a1820952,21247370,86,86,0,8021606,13306429,TRUE,,mapped
355f27a4725363f68c8f1a88fc0f8baf,4798090,113,113,0,4865392,0,TRUE,,mapped
35a1b276de7c14a843ca0fa06cb1366b,1678474,95,95,0,1730150,0,TRUE,,mapped
37b9119d970b5fed20e62a2cda96a096,14032778,104,104,0,7853834,6270484,TRUE,,mapped
3815e523ba8e903fe12d81ee2b05a41a,3742858,95,95,0,3795845,0,TRUE,,mapped
3835552b2806f980e414bef37786ea06,10188682,32,32,0,7864320,2380267,TRUE,,mapped
38da11ee56783f9cff5ecdfa0607cbad,1591178,86,86,0,1646264,0,TRUE,,mapped
39c4afd24c18527c27e3bd4920c0187c,3479434,95,95,0,3533701,0,TRUE,,mapped
3a16795828f528947e1a784bab36b74c,3566730,68,68,0,3628072,0,TRUE,,mapped
3a84e0ad7980f716eeacf15919b262be,4709258,104,104,0,4781506,0,TRUE,,mapped
3b8de24e123911da1bdbd359ebca2030,10188682,77,77,0,7853834,2380267,TRUE,,mapped
3bb5cbe9ee50ea47f1b9d9ef8c375db9,13153674,95,95,0,8021606,5211422,TRUE,,mapped
3bf3515c1fe4fc15a90822afb65853f5,5631114,86,86,0,5683281,0,TRUE,,mapped
3bfbab79666f791d23507ee92932400f,5807242,77,77,0,5861539,0,TRUE,,mapped
3c2c0a28728a8b319c56a49cc6e7be5b,2485021,92,92,0,3114270,0,TRUE,,mapped
3c4e6cc9b3878772e7890b13b2c3e747,2974090,68,68,0,3040870,0,TRUE,,mapped
3c61acace9ccb5c8d09d3993a4535e1a,12274570,68,68,0,7853834,4487905,TRUE,,mapped
3cbfa9553b6dc916464f5015bf8b3ca0,1577512,95,95,0,1992294,0,TRUE,,mapped
3d1d7f2bdc5edf724b40a350b2812bd8,3643474,86,86,0,4550819,0,TRUE,,mapped
3d2007d30a4f4e8292f10aef473b932c,3479434,95,95,0,3533701,0,TRUE,,mapped
3d56eb4a9e0b99ca34a1aa7813c36aad,10462858,95,95,0,7906263,2631925,TRUE,,mapped
3d5ab02fa567075caaba24957442fc46,15075722,86,86,0,8032092,7151288,TRUE,,mapped
3da7fc84de81ce81a990dc70de00cdad,2327334,101,101,0,3774873,0,TRUE,,mapped
3db7e20184e417b4eb1718c5846356a6,1151626,59,59,0,1195376,0,TRUE,,mapped
3dfde7715e83171f316625f00772ea23,539419,95,95,0,707840,0,TRUE,,mapped
3e6c1688fb2a00a3dc08d0ac7a6dc961,13153674,95,95,0,7853834,5379194,TRUE,,mapped
3e8667d46a04ea4dc10417bab3bf1a7a,3819435,95,95,0,4771020,0,TRUE,,mapped
3eb1860d00ce75987821bd9488f62779,3812076,95,95,0,4771020,0,TRUE,,mapped
3ef49efe0e4a2a933c3ea7e495840b20,1415050,86,86,0,1468006,0,TRUE,,mapped
3efc34735e14b14fe5d6fb52c9578b76,3303306,86,86,0,3355443,0,TRUE,,mapped
3f12fe5fc66531a4617e1286321e2da8,3742858,95,95,0,3795845,0,TRUE,,mapped
3f8f4dab056c62a53293c2db104f73e8,1830436,110,110,0,3156213,0,TRUE,,mapped
3fe26428539ebec46fefa9988bc37a1e,13153674,59,59,0,8032092,5200936,TRUE,,mapped
3fed381ef6b74478bf55bbd53294ff73,22454154,95,95,0,7895777,14648606,TRUE,,mapped
40c30309ae39ffbe1f8abf6756e287f7,1458454,92,92,0,1835008,0,TRUE,,mapped
41175f66e2794653da6a4d874950ac0d,6510218,95,95,0,6574571,0,TRUE,,mapped
41d209a4137cdf29810fb5394ee2a325,4621962,104,104,0,4687134,0,TRUE,,mapped
422c2aa08f255776b5b5c9bcc1ac0670,10188682,68,68,0,7853834,2380267,TRUE,,mapped
4245cf188529ab9dfb9f6ed42cf166fd,13317514,77,77,0,8032092,5368709,TRUE,,mapped
4331dcea84aac5eee8903a76697406c3,3853194,59,59,0,3921674,0,TRUE,,mapped
434730abe97b96cec671a5ca2f9be8d7,3820440,104,104,0,5630853,0,TRUE,,mapped
43fc3bf243c6371bfcc4e94173803ba0,712074,50,50,0,752640,0,TRUE,,mapped
440eb0e6a2a15d43b7de88aa18e60432,2788239,95,95,0,3491758,0,TRUE,,mapped
44bad87ab79a3a52454df027b78239d6,13317514,86,86,0,7969177,5431623,TRUE,,mapped
44c687c7c21a75a7cfa0bceebafe1853,1870367,86,86,0,2359296,0,TRUE,,mapped
451cb41d3d50e2e07e18f4ff81009276,4358538,104,104,0,4424990,0,TRUE,,mapped
4531192adce55781b30058b1472f145c,6246794,86,86,0,6312427,0,TRUE,,mapped
4539a8d847669b9fe87e6dfea93fd83c,5894538,77,77,0,5955911,0,TRUE,,mapped
470e00408601e3cc9760a6f80b47fbfa,2503003,89,89,0,3114270,0,TRUE,,mapped
471546730eff6ba24d163061e4029d13,3853194,50,50,0,3921674,0,TRUE,,mapped
4715b7a3caf0b875712a6881af9cbc44,3776038,101,101,0,5567938,0,TRUE,,mapped
47bb419c2869c624c3d65fd16d87e5be,1931146,41,41,0,1981808,0,TRUE,,mapped
47be656fde01f5f12561adb8ffed2abf,3039882,86,86,0,3082813,0,TRUE,,mapped
47fb5adadfc9f8a75e3de789f7591943,3853194,50,50,0,3921674,0,TRUE,,mapped
485943408e2aa972c421eee9a185d7fa,2974090,41,41,0,3040870,0,TRUE,,mapped
488f9cf59231ef9cfe99a8a167ebab52,32469898,113,113,0,7864320,24725422,TRUE,,mapped
48dd2a7fd5946b035b67d230341f3116,2974090,77,77,0,3040870,0,TRUE,,mapped
48e107ec5174c8c8d943f9e2f43164b1,11067786,86,86,0,7853834,3271557,TRUE,,mapped
48ee5a1f9886effef4616eb2e3e573cd,38090122,86,86,0,7895777,30272389,TRUE,,mapped
499a1e154e7a374f942c6b492a5e57ea,3830154,86,86,0,3890216,0,TRUE,,mapped
49a9d8dfd3aec23d3272a62ec606532b,12110730,68,68,0,7906263,4278190,TRUE,,mapped
49c8ac2ed4a5e22d332c0e01bc348826,2490952,95,95,0,3114270,0,TRUE,,mapped
49e68103df3021497b81b9a09cdba13e,7125898,113,113,0,7203717,0,TRUE,,mapped
4ab922c1cec7a01d4d87a674e10c731c,8574602,104,104,0,7979663,660992,TRUE,,mapped
4b2cfa4209f065e2da6757ce46c0b8e5,3566730,68,68,0,3628072,0,TRUE,,mapped
