hash,params,total_ops,ops_on_tpu,ops_on_cpu,onchip_used_bytes,offchip_streamed_bytes,mapped,nonmapped_ops,status
4b7e61372913b6f62f3d30bf58b730b2,540196,92,92,0,707840,0,TRUE,,mapped
4bdd9640c37f761d912bd5275b0f71df,3742858,95,95,0,3795845,0,TRUE,,mapped
4c2e6efcd3e63a170f3e3f358d9fea84,9014154,104,104,0,8032092,1059061,TRUE,,mapped
4c5eaba938e815cbd108047cd8607dea,4006282,95,95,0,4068474,0,TRUE,,mapped
4c96c71603c5fff4da5c01a29484d3be,3566730,77,77,0,3628072,0,TRUE,,mapped
4cff275248015389b0a83c646c4599cf,3039882,68,68,0,3082813,0,TRUE,,mapped
4d123b5ce85ac27b72d93983dacbbfd7,3742858,95,95,0,3795845,0,TRUE,,mapped
4d31877fefc56fa91d38adfb5bd451ae,4885386,95,95,0,4959764,0,TRUE,,mapped
4dcf4a63d8bae4c0f299cad53b7129a1,1873308,62,62,0,2359296,0,TRUE,,mapped
4df77cc17c3da268de7f2566927bcf22,22617994,77,77,0,7895777,14816378,TRUE,,mapped
4e1268021f7b3b4b8c5d2a78d7fd158a,1767306,95,95,0,1814036,0,TRUE,,mapped
4e67963454ee05f080ee6e8d44c018df,3479434,68,68,0,3533701,0,TRUE,,mapped
4e6cf515798f35616a83b2c39d10d251,20532106,77,77,0,8021606,12582912,TRUE,,mapped
4e9072c02fe6511295d0dbe82c74e989,1750146,62,62,0,2202009,0,TRUE,,mapped
4eb779285481e2feb4ab6f42f3d72f66,1989425,95,95,0,2506096,0,TRUE,,mapped
4f7d4443b757430e60f9292b63df6e5d,4445834,95,95,0,4508876,0,TRUE,,mapped
4f95133d98f72f4dc5e6e2b7b702df89,29668746,68,68,0,7906263,21852323,TRUE,,mapped
4f990320c51592a8f706c332104cdf90,3479434,86,86,0,3533701,0,TRUE,,mapped
4fc3d6e5c1f40c7a79e1a79a7b780711,23497098,77,77,0,7906263,15697182,TRUE,,mapped
500b6b24be5e01566f7a24a1b3ddbf99,5631114,77,77,0,5683281,0,TRUE,,mapped
5013d4898aaba30673c3858589091b4f,946570,68,68,0,1036288,0,TRUE,,mapped
505d88dc866b52e996d5300ed816617a,10188682,68,68,0,8021606,2222981,TRUE,,mapped
507470799f20b52f2c7a78723798b295,1742135,95,95,0,2202009,0,TRUE,,mapped
50828655ed13926493ba6a7b7f2b881b,2997130,113,113,0,3072327,0,TRUE,,mapped
50b4318c3a5eb399616907d00178e258,4006282,86,86,0,4068474,0,TRUE,,mapped
50f547237914d4118edd8914803ddbdc,6686346,104,104,0,6752829,0,TRUE,,mapped
511350affb749c780443198c522714ce,2782644,80,80,0,3491758,0,TRUE,,mapped
512cd9a356825574885d92ab58846b0a,3479434,95,95,0,3533701,0,TRUE,,mapped
51832d14df0d1d5b0ef56dceeb63cae5,22454154,95,95,0,8021606,14522777,TRUE,,mapped
51b5087165761c8bfe1dabd2d96c8e99,5894538,86,86,0,5955911,0,TRUE,,mapped
51b99f4f4cc6fcf0efc37add54f2f0e8,10638986,86,86,0,7906263,2810183,TRUE,,mapped
51ce526bef6a9a315c57ba584090b5d5,12110730,77,77,0,7853834,4330618,TRUE,,mapped
5298f5d306fd2e28bdf51009b4366933,5104266,50,50,0,5148508,0,TRUE,,mapped
529d37700ebe8ec1fc1bf204acaf424f,19489162,50,50,0,8021606,11534336,TRUE,,mapped
534f2002efc14247307c7dcc2ca55b32,5367690,77,77,0,5421137,0,TRUE,,mapped
53c2caa74426879d33f892af2b4149c3,30547850,104,104,0,8032092,22607298,TRUE,,mapped
53cee42601ad14d661bb6878031d6acb,888202,23,23,0,928768,0,TRUE,,mapped
53f7747ecbe727ed4076735b503cb096,1753661,95,95,0,2202009,0,TRUE,,mapped
541fbc2bb9feabe7a972db79effde24c,38090122,77,77,0,7853834,30314332,TRUE,,mapped
5498ba534c256c9d086596e2b51cf170,3216010,59,59,0,3261071,0,TRUE,,mapped
54a607b5218c9982eb559f253f6978fb,20532106,59,59,0,7895777,12708741,TRUE,,mapped
54cbad9f4badfda552f47b5c8aad5137,3479434,86,86,0,3533701,0,TRUE,,mapped
5560a0022cd242a55df856129ca05f31,6686346,104,104,0,6752829,0,TRUE,,mapped
5571641268b26e2ff4f407605937d677,28789642,86,86,0,7853834,21002977,TRUE,,mapped
559021065a4066ca9f7a7137f3aa017d,10199434,95,95,0,7906263,2359296,TRUE,,mapped
56843fa944df2c025589ae799312fe60,3303306,86,86,0,3355443,0,TRUE,,mapped
568446f229ee474d96cb431de0fe1095,6070666,77,77,0,6134169,0,TRUE,,mapped
56b35f46f583628838463ac1439bcd7e,6070666,86,86,0,6134169,0,TRUE,,mapped
56d2a3860a876620dc350349b3bc369a,2898236,95,95,0,3638558,0,TRUE,,mapped
57468b7c4dd6508014213945941ccac7,2893944,95,95,0,3638558,0,TRUE,,mapped
57c7dedb40b94aab13305268fd0327d7,3918986,104,104,0,3974103,0,TRUE,,mapped
58c8f040b84f617501dea6f4ab582479,5939082,95,95,0,6029312,0,TRUE,,mapped
59c079a6b83ce37e682105a135eca195,13153674,68,68,0,8032092,5200936,TRUE,,mapped
59d9ed3046cd87a504fcb05d916f6af8,31754634,95,95,0,7895777,23959961,TRUE,,mapped
5c5e966af0655bb6e4798ffebaa6e9d3,7697290,113,113,0,7811891,0,TRUE,,mapped
5c634822c6a87824df00040e36f54d1e,5631114,77,77,0,5683281,0,TRUE,,mapped
5d4190fd89bb23037c68bfde193c77bf,9014154,104,104,0,8032092,1059061,TRUE,,mapped
5d7ea49c05cb125979613e066e3dbe9c,3216010,86,86,0,3261071,0,TRUE,,mapped
5dca441cabeb96bd96af5c8dc540e3b1,2780880,98,98,0,3491758,0,TRUE,,mapped
5df59f7f6a28ec02e4cd0bb73cc5729c,3035601,98,98,0,3785359,0,TRUE,,mapped
5e11a5dd66f2fe5785675625e3df818a,3410512,92,92,0,4246732,0,TRUE,,mapped
5e464b4fec4ea5de037a5430b21532dd,19489162,50,50,0,7790919,11765022,TRUE,,mapped
5e95e5c6fd2546091f15faf89354d6c4,3742858,86,86,0,3795845,0,TRUE,,mapped
5ecdf1aa778267ee20e1467d932faa71,3655562,104,104,0,3711959,0,TRUE,,mapped
5f14db94a47a90dd37d9f6793bdf2dc3,38969226,95,95,0,7895777,31163678,TRUE,,mapped
5f628d0626df3c905f6aa68ee314c98a,22454154,77,77,0,7969177,14575206,TRUE,,mapped
5f6cf7842957b50ed1ec456ec450592a,13153674,95,95,0,8021606,5211422,TRUE,,mapped
5f947e32909f65677cfeed1e5b4c861e,2780228,98,98,0,3491758,0,TRUE,,mapped
6047adcded92b5d8126a9cc34054624b,20532106,41,41,0,7906263,12698255,TRUE,,mapped
6064491c87b641562dd0291d38f6f1b3,2621011,77,77,0,3271557,0,TRUE,,mapped
606f15037b5bd4d79ace4200792b95cf,6070666,95,95,0,6134169,0,TRUE,,mapped
6121a9c53be4670899be1b8e2d6917f3,10188682,41,41,0,7790919,2453667,TRUE,,mapped
612d407648614f6d21d541c24f856df6,6949770,104,104,0,7025459,0,TRUE,,mapped
61ef98af9a58bd3bda7abab8e83cb7be,8135050,95,95,0,8032092,166400,TRUE,,mapped
6236f0cf8574d9b0a3866e636b9f1915,15075722,95,95,0,7969177,7214202,TRUE,,mapped
626d264142ff0a011c9d1a5cac11b109,2271418,98,98,0,2873098,0,TRUE,,mapped
628526cec91609b8097d3013ceb767c7,8135050,95,95,0,8032092,166400,TRUE,,mapped
6367d1292d5085b2c68ed7c27f97928a,4006282,95,95,0,4068474,0,TRUE,,mapped
6426e2a1f853bb8ade10ee7588a54730,3742858,95,95,0,3795845,0,TRUE,,mapped
6463dec236838bad09900bdd64ef2f33,9014154,104,104,0,8032092,1059061,TRUE,,mapped
64a3f8ba8735c09f8ed1d8767e53b281,29668746,86,86,0,7780433,21967667,TRUE,,mapped
64e617b3d07537e40a3af1e46f04149c,6070666,86,86,0,6134169,0,TRUE,,mapped
64f65883b65c291d04968606b20d998f,3940181,98,98,0,4917821,0,TRUE,,mapped
654692dd64411ca0a2cc2ee12897f201,1151626,59,59,0,1195376,0,TRUE,,mapped
65933d33a02a18bb48533c4c1046530e,7695498,77,77,0,7748976,0,TRUE,,mapped
662d9184fd7655dd178bf295c956ee95,20368266,86,86,0,7780433,12656312,TRUE,,mapped
66344e4ea26195131f153b084f6e0bf2,12274570,41,41,0,7969177,4372561,TRUE,,mapped
66b65750b26b4418ef9639f2b929fa0f,16118666,104,104,0,7969177,8262778,TRUE,,mapped
66ea4e36f994d4bf11102cbef10a3cb1,12110730,50,50,0,8032092,4152360,TRUE,,mapped
66f099921991da4bc33d1a84c20c7888,3742858,95,95,0,3795845,0,TRUE,,mapped
675777ecb1daff61b6917d833406cb82,4358538,68,68,0,4424990,0,TRUE,,mapped
6790a334e6b6c6547a7526fb9bfec9ec,29668746,95,95,0,7780433,21967667,TRUE,,mapped
682e8c26332f87690f20b44750be28eb,3039882,77,77,0,3082813,0,TRUE,,mapped
683d2f0f319573826904fad060a1895a,11067786,50,50,0,7790919,3344957,TRUE,,mapped
6850ec2ead9d6fdaa4c0776aaf42876d,4445834,104,104,0,4508876,0,TRUE,,mapped
68c6827857da65b3fa6ca5a0f6998255,3853194,95,95,0,3921674,0,TRUE,,mapped
6974deeab04fad2934c8468d2f242171,6070666,95,95,0,6134169,0,TRUE,,mapped
69850253bf36a638fc16c5b7da27e66a,5543818,86,86,0,5599395,0,TRUE,,mapped
69889310ffdbb4feaa38a8bf64d33be0,3742858,95,95,0,3795845,0,TRUE,,mapped
69981a1f9489145abde585d9b4e47ab0,3216010,77,77,0,3261071,0,TRUE,,mapped
6a7021d931aae75193905e9f45a1f825,3511588,92,92,0,4404019,0,TRUE,,mapped
6a8e6e97ecd1dc0934e776091c5bfae7,13868938,113,113,0,7864320,6102712,TRUE,,mapped
6a96c1c2c8186bff3577841108abb178,3303306,59,59,0,3355443,0,TRUE,,mapped
6aa74936c1b145197a2c4040b5256baf,1415050,86,86,0,1468006,0,TRUE,,mapped
6ac171bd805344168d374eaffcfffb06,9014154,104,104,0,8032092,1059061,TRUE,,mapped
6adf09ef60d9568b0c5ce41d788a41bc,1931146,32,32,0,1981808,0,TRUE,,mapped
6ae70ab8fa9f291a32aa94691e7489f0,5104266,86,86,0,5148508,0,TRUE,,mapped
6b192a4af83fb8eef7b3f3e7d576a87c,1941898,86,86,0,2002780,0,TRUE,,mapped
6b357aa289720ff7908c1ab48227a2a0,21411210,86,86,0,8021606,13474201,TRUE,,mapped
6b3807ffed5e90baa1a79b13eb580467,2505805,89,89,0,3114270,0,TRUE,,mapped
6b388c0562e2862c12426814f82479d3,1151626,86,86,0,1195376,0,TRUE,,mapped
6b3b187b26bf62d08556fc86e69ca60c,6818186,104,104,0,6920601,0,TRUE,,mapped
6bb3a5f158c57162b2a9671a1402725f,1931146,32,32,0,1981808,0,TRUE,,mapped
6bc1790ed429d54dc732031f2301632a,3001610,86,86,0,3198156,0,TRUE,,mapped
6c8ac33982f9b3e9bd26d7475e208bfd,12110730,95,95,0,7853834,4330618,TRUE,,mapped
6cc6f27008da3cd95b7e159d4e26bdb7,2903390,98,98,0,3638558,0,TRUE,,mapped
6d9c587c4e9c1de570921cee9285779c,5807242,95,95,0,5861539,0,TRUE,,mapped
6de8637c0412a2ba7c41625f911597b5,2776458,41,41,0,2820669,0,TRUE,,mapped
6e0dbd705172b517f094c9a75db5b7c4,5807242,95,95,0,5861539,0,TRUE,,mapped
6e1a50a62823c2d9ac528de427d2a6b3,2776458,59,59,0,2820669,0,TRUE,,mapped
6e611d0ac59be445dc8c4371a43f38d0,2895771,92,92,0,3638558,0,TRUE,,mapped
6e66c8882a44d6d79613c399271aaa33,8750730,104,104,0,8032092,786432,TRUE,,mapped
6e7a1dc16a081a750ba3e0f842e50038,24376202,95,95,0,7969177,16515072,TRUE,,mapped
6ed519887232b15a95c625ad0b2c1bb1,5543818,59,59,0,5599395,0,TRUE,,mapped
6ef23dc67b0326c9a53e757dcc44cdee,23333258,104,104,0,7790919,15644753,TRUE,,mapped
6f026193cdbf07ab16259b8f4426e1d6,2557578,104,104,0,2621440,0,TRUE,,mapped
6f156ca3180367695987bd202288e4c4,7695498,77,77,0,7748976,0,TRUE,,mapped
6f1db217316da634995f315a3246456c,12110730,68,68,0,7864320,4320133,TRUE,,mapped
6f26dc0c4fe9591225e8d3d24ed4f8a6,2776458,41,41,0,2820669,0,TRUE,,mapped
6f6257bc3b12d87b8736e81cd4b7ed8b,1767306,41,41,0,1814036,0,TRUE,,mapped
6f6f173e3c0fa9ce47f9c0ed91264a3d,12110730,77,77,0,7864320,4320133,TRUE,,mapped
6fd16839551ae8bde74ffe82bc1d3c0d,4182410,104,104,0,4246732,0,TRUE,,mapped
7008198c90ed5d4dd8adb0acbd2fd2bd,497674,68,68,0,569344,0,TRUE,,mapped
702ddef6b5b7f659ef1ed38652d91115,2810250,50,50,0,2873098,0,TRUE,,mapped
70b10fe679ce2c532a9b061c609da8bc,3818973,95,95,0,4771020,0,TRUE,,mapped
70cec3d45475d0428b47a6143a0c9370,11067786,50,50,0,7864320,3261071,TRUE,,mapped
71269c92a7f4e2672144d06e336513e7,3742858,95,95,0,3795845,0,TRUE,,mapped
71485c6997c3c684e23aae3ab1bb18a2,7125898,113,113,0,7203717,0,TRUE,,mapped
71a8e99338968a1b97aff372cff0f436,30711690,95,95,0,7906263,22900899,TRUE,,mapped
71d941de64dc3f9945d01633fff34988,5367690,86,86,0,5421137,0,TRUE,,mapped
71e04cbfe3702dc1ed4f20821e4af3c2,6070666,95,95,0,6134169,0,TRUE,,mapped
71e29ecde1db1f6344801d69c75ed954,888202,41,41,0,928768,0,TRUE,,mapped
7249d1870bf53ad0b4e2fb501d6f3896,7695498,86,86,0,7748976,0,TRUE,,mapped
724ceb3878ccde3f535dd4ab2555c917,4358538,104,104,0,4424990,0,TRUE,,mapped
72ca27bfb1b218686ba027508d5fee83,21575050,86,86,0,7895777,13757317,TRUE,,mapped
72cdfc295aa3c7e452a9480c570e4d5d,2738242,86,86,0,3418357,0,TRUE,,mapped
72e05c25b5a8771bf76e9125182dd07e,583050,77,77,0,657408,0,TRUE,,mapped
731e2263c5d50c0a09dc9594f0c8a165,3216010,59,59,0,3261071,0,TRUE,,mapped
7400bf856a8e6d142ff2a3b0fc2cd82e,20532106,77,77,0,7895777,12708741,TRUE,,mapped
741fdfc112c0a7235400077190707940,5543818,68,68,0,5599395,0,TRUE,,mapped
74430d913c2550db7eded985b42dbfc3,4095114,113,113,0,4152360,0,TRUE,,mapped
74b4f4593d17d0a2951634df306a4958,38969226,95,95,0,8032092,31027363,TRUE,,mapped
74c556c77a4f772445c11f8ee8496d80,13317514,77,77,0,7969177,5431623,TRUE,,mapped
7563f814ac8c0426ce9fc95ad52b968d,5807242,86,86,0,5861539,0,TRUE,,mapped
756df5b9051397eadeaa19cae9c89652,3479434,95,95,0,3533701,0,TRUE,,mapped
758626711dd560be553c20e73ba23f30,22454154,95,95,0,8032092,14512291,TRUE,,mapped
759c3b0c43f3cabeb0a12dc34031982f,3479434,77,77,0,3533701,0,TRUE,,mapped
75d640430a93c0904cfcd3d62d2df91e,22290314,104,104,0,7853834,14533263,TRUE,,mapped
7611f5af6fe0e785fc8dddff5c56a6fe,3742858,95,95,0,3795845,0,TRUE,,mapped
7638de125a87ebdd2cc2b515b4d41fc9,1756463,95,95,0,2202009,0,TRUE,,mapped
76828e7591f15af176ca9f052c332497,20368266,68,68,0,7864320,12572426,TRUE,,mapped
76e95ff773019375ce55737d623dea78,2810250,50,50,0,2873098,0,TRUE,,mapped
771a888531d1c59b6c81308ef2a8dad7,11231626,41,41,0,7790919,3502243,TRUE,,mapped
77360751867dd763715d7c921183d33b,5807242,95,95,0,5861539,0,TRUE,,mapped
77511ebad54fd5cd1ecf8dc29db36772,21575050,77,77,0,8021606,13631488,TRUE,,mapped
779940613eb81c2bfd643b029f8018b8,14196618,86,86,0,7895777,6396313,TRUE,,mapped
78025c0e31473a8b3b25aae04c3d43b0,4896138,77,77,0,4980736,0,TRUE,,mapped
784c6b907ef3777f5773e13da3f13f2a,5894538,86,86,0,5955911,0,TRUE,,mapped
79845d7681f9e38d5afc6eb15c01b69e,5631114,86,86,0,5683281,0,TRUE,,mapped
7984708a06fc3e37d577f96c99c1914c,1700674,95,95,0,2139095,0,TRUE,,mapped
79ac0ca945869f05b1fc34f4110f67d3,975498,41,41,0,1021440,0,TRUE,,mapped
79e5e51f9c2ba884e37a1419b50108f4,1238922,86,86,0,1289748,0,TRUE,,mapped
7a531e6f76569528f9feea0a2ced6f36,7125898,113,113,0,7203717,0,TRUE,,mapped
7a619819a92582cb90e72bcfcf59bf05,2632765,107,107,0,4141875,0,TRUE,,mapped
7a72c7556c98f2eb3bef29ddc9195761,3039882,86,86,0,3082813,0,TRUE,,mapped
7a7df354c9ed7699de9797a3c8de2391,13153674,95,95,0,7853834,5379194,TRUE,,mapped
7ad086bdc3ebfa56a8ef5f6f0214df83,6246794,104,104,0,6312427,0,TRUE,,mapped
7b00ba173f37fd11c3b879716dad1bd4,4358538,113,113,0,4424990,0,TRUE,,mapped
7b2fd70156186ce9dd422edaae54ada1,1678474,95,95,0,1730150,0,TRUE,,mapped
7bbec64332bf58b6c1681300e18f6fb3,4006282,95,95,0,4068474,0,TRUE,,mapped
7c65f6bd01b87407734781b6038050bc,3216010,50,50,0,3261071,0,TRUE,,mapped
7cb9fc92003fb6d5663423001409b318,12274570,41,41,0,7969177,4372561,TRUE,,mapped
7cfd725f077a0c642c7ba8c3cb19a627,6246794,104,104,0,6312427,0,TRUE,,mapped
7d0ffe256707d06c1d36df577af56c01,3827706,98,98,0,4771020,0,TRUE,,mapped
7d26c1014380504f8717b33ebc4b0191,2810250,68,68,0,2873098,0,TRUE,,mapped
7d4b7fc1b99bcb64747f0c5b3b0046f6,22290314,104,104,0,8021606,14365491,TRUE,,mapped
7d968619cd79b2da79057a364affc9d0,4269706,95,95,0,4341104,0,TRUE,,mapped
7d9741575b0be783a7e67bf2185d60c9,12274570,77,77,0,7853834,4487905,TRUE,,mapped
7dac2cae5fa78726418f85166c822c17,12110730,95,95,0,7853834,4330618,TRUE,,mapped
7e1457ddf24845418005c21c07757841,8135050,86,86,0,7895777,297472,TRUE,,mapped
7e6f9d42149ac45cfff02a478c7ae86f,23333258,104,104,0,8032092,15403581,TRUE,,mapped
7e804ee3e327a1d3ab3e34a8ccd3ce7d,3742858,95,95,0,3795845,0,TRUE,,mapped
7eae29ce7b118b8684f79d1b18f5ab25,3742858,95,95,0,3795845,0,TRUE,,mapped
7eb7a23216c8dd5912830a479a709019,975498,59,59,0,1021440,0,TRUE,,mapped
7fee9a1c1f5b70593e05d7cd21e47a89,4104279,104,104,0,5138022,0,TRUE,,mapped
80085ddd7dff0364c3e10ac6a704758f,975498,50,50,0,1021440,0,TRUE,,mapped
8052f7a6ed5070e58dc4afc69b0ee1b0,22454154,86,86,0,7969177,14575206,TRUE,,mapped
80ad935d4722a32b3fe83d7d1e790ede,5061514,113,113,0,5138022,0,TRUE,,mapped
80fb4464d0ab82d5f124d228ffd9507c,6246794,104,104,0,6312427,0,TRUE,,mapped
8102312b0011e58ab79d3bc6b74b6c05,4896138,86,86,0,4980736,0,TRUE,,mapped
812c06587548f3ae3f60452b70805bd5,11946890,104,104,0,8021606,3995074,TRUE,,mapped
815c0e815b8110ef48534a89faf25ac2,8135050,86,86,0,8032092,166400,TRUE,,mapped
81653de2d99676fa3d377640124a73ab,1591178,59,59,0,1646264,0,TRUE,,mapped
816717ac4d61dd62ada09740b4fa6470,3039882,86,86,0,3082813,0,TRUE,,mapped
816a12cbf5056eebe04e7a39cdf21d0b,5367690,86,86,0,5421137,0,TRUE,,mapped
818335e2311b94ab15cbd7c90cae21e7,1415050,95,95,0,1468006,0,TRUE,,mapped
81f5a40841c2dfc0dcad2cf76c88e80e,712074,41,41,0,752640,0,TRUE,,mapped
821d70ecc12e96b4d0f6513327f9d454,38969226,95,95,0,7853834,31205621,TRUE,,mapped
8259fa5ddab153bcf0717e56a5ed303c,3655817,104,104,0,5421137,0,TRUE,,mapped
825e80c1557fab300e9775840161bf8e,6070666,95,95,0,6134169,0,TRUE,,mapped
82689451fc85eacd865316b68270b01c,4709258,95,95,0,4781506,0,TRUE,,mapped
829770556ba3fbf0e154772f5f037d34,6949770,104,104,0,7025459,0,TRUE,,mapped
82c1c57c423890164d4a46e272f298ab,1873833,89,89,0,2359296,0,TRUE,,mapped
82e63bfa68c8214e5945c9cff5e37a17,3853194,59,59,0,3921674,0,TRUE,,mapped
837f1f77737c7f262afd9d7271a99b85,13317514,68,68,0,7969177,5431623,TRUE,,mapped
83de10cc3c3e7abc753efefa5b2f3475,13153674,77,77,0,7864320,5368709,TRUE,,mapped
8413eea4b2037cf27f6a9755759bac6a,2160896,98,98,0,2726297,0,TRUE,,mapped
842c29188050053fcea49339bb043deb,40891274,104,104,0,8021606,32988200,TRUE,,mapped
842cd6998525233fe308e28fb49186e6,5631114,68,68,0,5683281,0,TRUE,,mapped
845a4b654acb7d14b25138c4d792eb74,12989834,104,104,0,7853834,5221908,TRUE,,mapped
84a55e4cde35e728f9f0d1f1e83badc0,7871626,95,95,0,7906263,23040,TRUE,,mapped
84b167c77985fe05f490bc4141dc676d,5807242,86,86,0,5861539,0,TRUE,,mapped
852f21047c2aa03cb1fde04587083228,19489162,32,32,0,7906263,11649679,TRUE,,mapped
853add1fb58360f2ee5b53178d6429dd,6510218,95,95,0,6574571,0,TRUE,,mapped
8544d4b88c215d814f921c3d27ab9715,21411210,77,77,0,7864320,13631488,TRUE,,mapped
85745917b80e88f503fafc55d3b784c2,3742858,68,68,0,3795845,0,TRUE,,mapped
857c845e281e733583b3e1f7f13a243f,5631114,77,77,0,5683281,0,TRUE,,mapped
85fc17d541dc5eb70337803fcea31de8,8574602,95,95,0,7895777,741376,TRUE,,mapped
860569af9621d6745663a2956c5191ad,6070666,95,95,0,6134169,0,TRUE,,mapped
86083346482d6f53635eb434524b5511,6070666,86,86,0,6134169,0,TRUE,,mapped
86234eb6135af3960d7fdea3d65f645a,5631114,86,86,0,5683281,0,TRUE,,mapped
86b6f658f237f6dd05204a6ca97d5743,12110730,95,95,0,7780433,4404019,TRUE,,mapped
86ef58b422915affbb5f01dc2fc5c1ce,6246794,95,95,0,6312427,0,TRUE,,mapped
870510b55facdb8976f862394e9c4fc3,6422922,104,104,0,6480199,0,TRUE,,mapped
87ddd8c9aaa5ffcfa8988b2208320cbd,23169418,113,113,0,7864320,15414067,TRUE,,mapped
8810708382e7993dff9f4fb2742d3635,2974090,41,41,0,3040870,0,TRUE,,mapped
8833639bdf7c2aa109b969c32a65cc28,3805107,101,101,0,4771020,0,TRUE,,mapped
88533e8540790ea14214199b7b18c5a8,2779703,98,98,0,3491758,0,TRUE,,mapped
8857e90db260c3ae832eb1d3ad1d2337,22290314,104,104,0,8021606,14365491,TRUE,,mapped
886abf4ac14e23ff82b11794328a3547,22454154,95,95,0,8032092,14512291,TRUE,,mapped
8885e8e531900b8af1393e4e45cf43d8,4445834,104,104,0,4508876,0,TRUE,,mapped
88b8c2d06e3be302d64cc528062b5595,14196618,77,77,0,7864320,6427770,TRUE,,mapped
88fbe77b5640371dcbfb38598126b26b,14196618,68,68,0,7906263,6385827,TRUE,,mapped
8931375b17571d1c7fbf7c112dbe28bc,2780880,95,95,0,3491758,0,TRUE,,mapped
899273c79511eb3886001ffd5fafdf65,32633738,104,104,0,7906263,24840765,TRUE,,mapped
89cb2b3dd91a73e067eea4b1b67e033d,8311178,104,104,0,7906263,465408,TRUE,,mapped
8a666b281d20242f496975081b2e601a,8135050,95,95,0,7979663,217600,TRUE,,mapped
8a67d9ba0c93eb2f70c707fc6efff028,833576,101,101,0,1080033,0,TRUE,,mapped
8a8c599255733293cca58f201eb56bdf,2796383,95,95,0,3491758,0,TRUE,,mapped
8aacaa51eb7421d4fe918e3421437986,29832586,77,77,0,8032092,21883781,TRUE,,mapped
8ac52337a9d2258225417431679eb4ac,3742858,95,95,0,3795845,0,TRUE,,mapped
8b2e434cce492e217d6e82c44a6de814,1415050,95,95,0,1468006,0,TRUE,,mapped
8b7f9b37a02fdf554fb77e97a2c4edbb,22454154,95,95,0,8021606,14522777,TRUE,,mapped
8b900e6fbd7672c65fe6f833e95c200b,21411210,77,77,0,7864320,13631488,TRUE,,mapped
8b9be5d95d30991c3858fe0024905d8a,6686346,113,113,0,6752829,0,TRUE,,mapped
8c354810335fa8f8af62e14e69c92416,31754634,95,95,0,8021606,23834132,TRUE,,mapped
8c7c4a40a9479c7f697b5bc3af501f5b,29668746,95,95,0,7864320,21883781,TRUE,,mapped
8cb3a764fd692371153c2c8503f840e0,11067786,50,50,0,8032092,3093299,TRUE,,mapped
8cc1db85d68941ddc0ae6f455b7dd8ae,12110730,95,95,0,7853834,4330618,TRUE,,mapped
8cde6d91c55887e02d1e539a4158519d,12274570,41,41,0,7906263,4445962,TRUE,,mapped
8ce7a157bb8325e06b4979c5ad77d620,3039882,50,50,0,3082813,0,TRUE,,mapped
8d6551d697ad30bb0a174e47d0bda0f8,21411210,77,77,0,7790919,13704888,TRUE,,mapped
8d9bd61b19a1c7b12f72ae934f99efb0,28789642,77,77,0,7853834,21002977,TRUE,,mapped
8da04adf608eb22905587f461a1c3edd,2265738,77,77,0,2422210,0,TRUE,,mapped
8dcab98e50962bc64eb888de400a2d60,3797474,104,104,0,5567938,0,TRUE,,mapped
8dd13a561a5d593fdc828306b10a4e60,712074,50,50,0,752640,0,TRUE,,mapped
8e1d80638c24b4d6cf2dfdadebca9737,1080970,68,68,0,1184890,0,TRUE,,mapped
8e651ef65c083b4d631d9f4e1057b603,12110730,86,86,0,7853834,4330618,TRUE,,mapped
8e745799d6c739ad3f03b9de020abc08,10462858,95,95,0,8032092,2495610,TRUE,,mapped
8e85de1dead7e9c3e04aa83a4a4b5ab1,19489162,86,86,0,7853834,11691622,TRUE,,mapped
8ea87d1967f5899f0378de0842f03357,1458454,77,77,0,1835008,0,TRUE,,mapped
8f05e88084647ad6561578d45893e81e,21575050,77,77,0,7969177,13683916,TRUE,,mapped
907802d27f786475545b76371b5b5da9,12110730,59,59,0,7790919,4393533,TRUE,,mapped
90a35050239ec41f90adb19f0aa7a9e3,2810250,95,95,0,2873098,0,TRUE,,mapped
90d41553c012f05a35e0fd41d5b68295,21411210,95,95,0,7864320,13631488,TRUE,,mapped
90e3f5faec3240ddfee38a004cead72a,1931146,41,41,0,1981808,0,TRUE,,mapped
90ef47dbc5f8d324099359433fbe82df,22454154,95,95,0,8021606,14522777,TRUE,,mapped
9136b2e02ddc2881f410b4ba54bbad48,3087550,101,101,0,3858759,0,TRUE,,mapped
9172e8ef5d8828d5f87ab87f7d9bde8c,2810250,68,68,0,2873098,0,TRUE,,mapped
91918ea9f4e4b7db350e8cb1dcc8f0c2,6070666,86,86,0,6134169,0,TRUE,,mapped
9205f3085fe97cb7a47783c3bbc01eab,5543818,50,50,0,5599395,0,TRUE,,mapped
9276fde4b697391a8d5066e28867bb0b,2446392,95,95,0,3932160,0,TRUE,,mapped
9293a63abf5e8458b478099cbb9570d2,420361,92,92,0,557312,0,TRUE,,mapped
92a5631bab282fb916ce1bb17226e868,12989834,104,104,0,7790919,5284823,TRUE,,mapped
92ae8634e6ea95d7d48e9fe6c2f3836b,14032778,104,104,0,7864320,6259998,TRUE,,mapped
9356645ae93df380444ea4ea52aa9663,5807242,68,68,0,5861539,0,TRUE,,mapped
94077873c0860ab2590b655a1889e3c3,5611402,113,113,0,5704253,0,TRUE,,mapped
941745c7ff13c8da20212953c63d1d32,8135050,95,95,0,7895777,297472,TRUE,,mapped
