hash,params,ops_on_tpu,ops_on_cpu,onchip_used_bytes,offchip_streamed_bytes,mapped,status
25096dc2986f9bd17a2d1ec37f88cfdf,15075722,,,8032092,7151288,PARTIAL,partial_999_cpu_ops
250c5f63f0a4a985e704c8b6b34fd6ef,8750730,,,7906263,912896,PARTIAL,partial_999_cpu_ops
254b3c11e4f6b7efff630810abcfb911,830972,,,1080033,0,PARTIAL,partial_999_cpu_ops
2570684e6c93beef23eba988fc127e25,12110730,,,7864320,4320133,PARTIAL,partial_999_cpu_ops
257bbcabebeac5cf4a05d90f7c40e153,8574602,,,8032092,610304,PARTIAL,partial_999_cpu_ops
25a0e9ef34153e7ebbc2859b240a8aa4,3689354,,,3764387,0,PARTIAL,partial_999_cpu_ops
25b8b63322b04bdb25b851c263b2dc42,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
25f9518d1d78d0afa6973598504514c1,3303306,,,3355443,0,PARTIAL,partial_999_cpu_ops
2606681fe3610e3e4daf4995c9080417,2032000,,,2569011,0,PARTIAL,partial_999_cpu_ops
2626b5c0d77a00273062ab96adf47b64,3303306,,,3355443,0,PARTIAL,partial_999_cpu_ops
26ba0d72dc61765a22e3a27a93a358a2,4445834,,,4508876,0,PARTIAL,partial_999_cpu_ops
273858a4ae59fff330b62302797c3060,5104266,,,5148508,0,PARTIAL,partial_999_cpu_ops
276d9b262722e4cb6391dc9fed698aa7,24376202,,,7969177,16515072,PARTIAL,partial_999_cpu_ops
2777d15efdb2babf660108adf41b5c58,2727241,,,3418357,0,PARTIAL,partial_999_cpu_ops
27869617a9bfc0da5f109c84c4a939c7,21411210,,,7853834,13641973,PARTIAL,partial_999_cpu_ops
278a65c91e279624407615a84f3282c4,2974090,,,3040870,0,PARTIAL,partial_999_cpu_ops
2796f1f6b3bc126233b45ddecb92ff18,1988123,,,2506096,0,PARTIAL,partial_999_cpu_ops
27dc55892a49a9dd4fc9732c25d8fbcc,10462858,,,8032092,2495610,PARTIAL,partial_999_cpu_ops
28087cc5e605205e2d53e79eb4b22942,14196618,,,7969177,6322913,PARTIAL,partial_999_cpu_ops
281a90bd259878c4e3a6812d68e0bc4b,3039882,,,3082813,0,PARTIAL,partial_999_cpu_ops
2828eef801200e5557e3024786e8ec74,6686346,,,6752829,0,PARTIAL,partial_999_cpu_ops
287b525d274fd684528ed557aa9e6b11,5807242,,,5861539,0,PARTIAL,partial_999_cpu_ops
28986004b1d5902d97878e6a72802dc9,2456616,,,3932160,0,PARTIAL,partial_999_cpu_ops
2a0e13ead6ab55828814b273435fc75e,31590794,,,8021606,23676846,PARTIAL,partial_999_cpu_ops
2a3d57754e3da2cec361d4b21d05c911,5807242,,,5861539,0,PARTIAL,partial_999_cpu_ops
2a5ecf52cbbc72f82e9d3f85f3899354,2784332,,,3491758,0,PARTIAL,partial_999_cpu_ops
2a922a7a0697d6ce64e8d578155b0c0d,8311178,,,7979663,390656,PARTIAL,partial_999_cpu_ops
2a9de05ff1fb55ac3c8e8700b6945372,23497098,,,7969177,15634268,PARTIAL,partial_999_cpu_ops
2ac790ea15872d689a7c1dde78d435fd,13153674,,,7790919,5452595,PARTIAL,partial_999_cpu_ops
2af739975919c70aeb3220cf342a675e,3853194,,,3921674,0,PARTIAL,partial_999_cpu_ops
2b1027320feb50ac8ec9666faecc71d5,4301142,,,6186598,0,PARTIAL,partial_999_cpu_ops
2b793391542d1c3feb8480612fe8f236,4269706,,,4341104,0,PARTIAL,partial_999_cpu_ops
2b92baf1c73cd1db1bc4ef791da1bfa5,19489162,,,8021606,11534336,PARTIAL,partial_999_cpu_ops
2bbd45993be265cb509161b6d75c8d92,14032778,,,7853834,6270484,PARTIAL,partial_999_cpu_ops
2bf548699570ea68a4cd1b967cd088d5,6510218,,,6574571,0,PARTIAL,partial_999_cpu_ops
2c6d2b337e4e88e1b95b956eeb25a765,6246794,,,6312427,0,PARTIAL,partial_999_cpu_ops
2c751a7023a29f5c4e0b9d47e3db010d,2118026,,,2181038,0,PARTIAL,partial_999_cpu_ops
2c8251c708c98122e003a8b7e6e1b7cc,19489162,,,7864320,11691622,PARTIAL,partial_999_cpu_ops
2ce34fada9900cdbd52a7d113f4b7055,1577512,,,1992294,0,PARTIAL,partial_999_cpu_ops
2d28553a81331f53056dd92d99c4f169,658477,,,858368,0,PARTIAL,partial_999_cpu_ops
2d5413cb4137167fcd3dbfc48f88367f,2767014,,,3491758,0,PARTIAL,partial_999_cpu_ops
2d91b76965365cc40770e11ff78762cb,21411210,,,7853834,13641973,PARTIAL,partial_999_cpu_ops
2e3850a1615f1146eb28fc4849aec8ee,8398474,,,7895777,566784,PARTIAL,partial_999_cpu_ops
2e4bceda92325ada53fd79c859247925,712074,,,752640,0,PARTIAL,partial_999_cpu_ops
2e7117d2db43f73aa5f0c11b31d551ca,7871626,,,7927234,0,PARTIAL,partial_999_cpu_ops
2ea7c78ede3d80e4b444cefca490d9d3,2903390,,,3638558,0,PARTIAL,partial_999_cpu_ops
2ebda12d9d5ec14d5f1aaca1f53ef203,5631114,,,5683281,0,PARTIAL,partial_999_cpu_ops
2ee627980d8e573758a45c6b555c2853,1464385,,,1835008,0,PARTIAL,partial_999_cpu_ops
2f04860e35acafe5d543b959bebdf83a,12274570,,,7853834,4487905,PARTIAL,partial_999_cpu_ops
2f0e3ffd9e4576589b4a0a21bf2bf01d,2974090,,,3040870,0,PARTIAL,partial_999_cpu_ops
2f15ccd4bd9b45cb3ad9ecee049305d4,7871626,,,7906263,23040,PARTIAL,partial_999_cpu_ops
2f416b94decca6f4924fa1c57ac92695,1238922,,,1289748,0,PARTIAL,partial_999_cpu_ops
2f46c9d2f1cff176f34a2295c49822bc,3039882,,,3082813,0,PARTIAL,partial_999_cpu_ops
30076d2dd87fd2d84f81d0e03f377c05,5983370,,,6039797,0,PARTIAL,partial_999_cpu_ops
313736e5b054727569cd58208e87ba83,2908985,,,3638558,0,PARTIAL,partial_999_cpu_ops
316e8d8502dc03f3796a24a53138df45,8135050,,,8032092,166400,PARTIAL,partial_999_cpu_ops
316eef4bcc20e9a3f7ca6f32b4600e58,6246794,,,6312427,0,PARTIAL,partial_999_cpu_ops
3188d3640055b5804e05ae706718379f,4006282,,,4068474,0,PARTIAL,partial_999_cpu_ops
31d1039b23e8e5454fcc96406b9c94e5,1151626,,,1195376,0,PARTIAL,partial_999_cpu_ops
31ea6f9a914eea7927d80d4574acdf7a,3517519,,,4404019,0,PARTIAL,partial_999_cpu_ops
32195ce3cf7d3a6fbae3ad82cffb5bc3,1860143,,,2359296,0,PARTIAL,partial_999_cpu_ops
3283061ebb976602b31602ffe86eef8b,11231626,,,7864320,3428843,PARTIAL,partial_999_cpu_ops
32901a6e3614f2ee9c380c73c1866fef,22454154,,,7864320,14680064,PARTIAL,partial_999_cpu_ops
32b26a4044bf082b0ad80f5dad618d76,11231626,,,7864320,3428843,PARTIAL,partial_999_cpu_ops
32c96c20bcb45d11e569ec63a3aafb3d,5631114,,,5683281,0,PARTIAL,partial_999_cpu_ops
32d110bdebe97a3ff14e41a19bc5c49b,14196618,,,7969177,6322913,PARTIAL,partial_999_cpu_ops
32d94cb57e0ea110e7a28555bdcacf71,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
33704b07a5a9057ba5b18f1cc2709d14,2381450,,,2453667,0,PARTIAL,partial_999_cpu_ops
33c3a6e65de0802b77577b5416b38e14,8135050,,,8032092,166400,PARTIAL,partial_999_cpu_ops
33de711d058769a9bc82740ea963bfe7,2457078,,,3093299,0,PARTIAL,partial_999_cpu_ops
33e306159a60bba2d574ffc5f4ed7f14,5104266,,,5148508,0,PARTIAL,partial_999_cpu_ops
3407944b22d4b1d0cccbd8e070424ce4,3039882,,,3082813,0,PARTIAL,partial_999_cpu_ops
348b466a1cc13ad6e0e173b8a1820952,21247370,,,8021606,13306429,PARTIAL,partial_999_cpu_ops
355f27a4725363f68c8f1a88fc0f8baf,4798090,,,4865392,0,PARTIAL,partial_999_cpu_ops
35a1b276de7c14a843ca0fa06cb1366b,1678474,,,1730150,0,PARTIAL,partial_999_cpu_ops
37b9119d970b5fed20e62a2cda96a096,14032778,,,7853834,6270484,PARTIAL,partial_999_cpu_ops
3815e523ba8e903fe12d81ee2b05a41a,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
3835552b2806f980e414bef37786ea06,10188682,,,7864320,2380267,PARTIAL,partial_999_cpu_ops
38da11ee56783f9cff5ecdfa0607cbad,1591178,,,1646264,0,PARTIAL,partial_999_cpu_ops
39c4afd24c18527c27e3bd4920c0187c,3479434,,,3533701,0,PARTIAL,partial_999_cpu_ops
3a16795828f528947e1a784bab36b74c,3566730,,,3628072,0,PARTIAL,partial_999_cpu_ops
3a84e0ad7980f716eeacf15919b262be,4709258,,,4781506,0,PARTIAL,partial_999_cpu_ops
3b8de24e123911da1bdbd359ebca2030,10188682,,,7853834,2380267,PARTIAL,partial_999_cpu_ops
3bb5cbe9ee50ea47f1b9d9ef8c375db9,13153674,,,8021606,5211422,PARTIAL,partial_999_cpu_ops
3bf3515c1fe4fc15a90822afb65853f5,5631114,,,5683281,0,PARTIAL,partial_999_cpu_ops
3bfbab79666f791d23507ee92932400f,5807242,,,5861539,0,PARTIAL,partial_999_cpu_ops
3c2c0a28728a8b319c56a49cc6e7be5b,2485021,,,3114270,0,PARTIAL,partial_999_cpu_ops
3c4e6cc9b3878772e7890b13b2c3e747,2974090,,,3040870,0,PARTIAL,partial_999_cpu_ops
3c61acace9ccb5c8d09d3993a4535e1a,12274570,,,7853834,4487905,PARTIAL,partial_999_cpu_ops
3cbfa9553b6dc916464f5015bf8b3ca0,1577512,,,1992294,0,PARTIAL,partial_999_cpu_ops
3d1d7f2bdc5edf724b40a350b2812bd8,3643474,,,4550819,0,PARTIAL,partial_999_cpu_ops
3d2007d30a4f4e8292f10aef473b932c,3479434,,,3533701,0,PARTIAL,partial_999_cpu_ops
3d56eb4a9e0b99ca34a1aa7813c36aad,10462858,,,7906263,2631925,PARTIAL,partial_999_cpu_ops
3d5ab02fa567075caaba24957442fc46,15075722,,,8032092,7151288,PARTIAL,partial_999_cpu_ops
3da7fc84de81ce81a990dc70de00cdad,2327334,,,3774873,0,PARTIAL,partial_999_cpu_ops
3db7e20184e417b4eb1718c5846356a6,1151626,,,1195376,0,PARTIAL,partial_999_cpu_ops
3dfde7715e83171f316625f00772ea23,539419,,,707840,0,PARTIAL,partial_999_cpu_ops
3e6c1688fb2a00a3dc08d0ac7a6dc961,13153674,,,7853834,5379194,PARTIAL,partial_999_cpu_ops
3e8667d46a04ea4dc10417bab3bf1a7a,3819435,,,4771020,0,PARTIAL,partial_999_cpu_ops
3eb1860d00ce75987821bd9488f62779,3812076,,,4771020,0,PARTIAL,partial_999_cpu_ops
3ef49efe0e4a2a933c3ea7e495840b20,1415050,,,1468006,0,PARTIAL,partial_999_cpu_ops
3efc34735e14b14fe5d6fb52c9578b76,3303306,,,3355443,0,PARTIAL,partial_999_cpu_ops
3f12fe5fc66531a4617e1286321e2da8,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
3f8f4dab056c62a53293c2db104f73e8,1830436,,,3156213,0,PARTIAL,partial_999_cpu_ops
3fe26428539ebec46fefa9988bc37a1e,13153674,,,8032092,5200936,PARTIAL,partial_999_cpu_ops
3fed381ef6b74478bf55bbd53294ff73,22454154,,,7895777,14648606,PARTIAL,partial_999_cpu_ops
40c30309ae39ffbe1f8abf6756e287f7,1458454,,,1835008,0,PARTIAL,partial_999_cpu_ops
41175f66e2794653da6a4d874950ac0d,6510218,,,6574571,0,PARTIAL,partial_999_cpu_ops
41d209a4137cdf29810fb5394ee2a325,4621962,,,4687134,0,PARTIAL,partial_999_cpu_ops
