hash,params,ops_on_tpu,ops_on_cpu,onchip_used_bytes,offchip_streamed_bytes,mapped,status
422c2aa08f255776b5b5c9bcc1ac0670,10188682,,,7853834,2380267,PARTIAL,partial_999_cpu_ops
4245cf188529ab9dfb9f6ed42cf166fd,13317514,,,8032092,5368709,PARTIAL,partial_999_cpu_ops
4331dcea84aac5eee8903a76697406c3,3853194,,,3921674,0,PARTIAL,partial_999_cpu_ops
434730abe97b96cec671a5ca2f9be8d7,3820440,,,5630853,0,PARTIAL,partial_999_cpu_ops
43fc3bf243c6371bfcc4e94173803ba0,712074,,,752640,0,PARTIAL,partial_999_cpu_ops
440eb0e6a2a15d43b7de88aa18e60432,2788239,,,3491758,0,PARTIAL,partial_999_cpu_ops
44bad87ab79a3a52454df027b78239d6,13317514,,,7969177,5431623,PARTIAL,partial_999_cpu_ops
44c687c7c21a75a7cfa0bceebafe1853,1870367,,,2359296,0,PARTIAL,partial_999_cpu_ops
451cb41d3d50e2e07e18f4ff81009276,4358538,,,4424990,0,PARTIAL,partial_999_cpu_ops
4531192adce55781b30058b1472f145c,6246794,,,6312427,0,PARTIAL,partial_999_cpu_ops
4539a8d847669b9fe87e6dfea93fd83c,5894538,,,5955911,0,PARTIAL,partial_999_cpu_ops
470e00408601e3cc9760a6f80b47fbfa,2503003,,,3114270,0,PARTIAL,partial_999_cpu_ops
471546730eff6ba24d163061e4029d13,3853194,,,3921674,0,PARTIAL,partial_999_cpu_ops
4715b7a3caf0b875712a6881af9cbc44,3776038,,,5567938,0,PARTIAL,partial_999_cpu_ops
47bb419c2869c624c3d65fd16d87e5be,1931146,,,1981808,0,PARTIAL,partial_999_cpu_ops
47be656fde01f5f12561adb8ffed2abf,3039882,,,3082813,0,PARTIAL,partial_999_cpu_ops
47fb5adadfc9f8a75e3de789f7591943,3853194,,,3921674,0,PARTIAL,partial_999_cpu_ops
485943408e2aa972c421eee9a185d7fa,2974090,,,3040870,0,PARTIAL,partial_999_cpu_ops
488f9cf59231ef9cfe99a8a167ebab52,32469898,,,7864320,24725422,PARTIAL,partial_999_cpu_ops
48dd2a7fd5946b035b67d230341f3116,2974090,,,3040870,0,PARTIAL,partial_999_cpu_ops
48e107ec5174c8c8d943f9e2f43164b1,11067786,,,7853834,3271557,PARTIAL,partial_999_cpu_ops
48ee5a1f9886effef4616eb2e3e573cd,38090122,,,7895777,30272389,PARTIAL,partial_999_cpu_ops
499a1e154e7a374f942c6b492a5e57ea,3830154,,,3890216,0,PARTIAL,partial_999_cpu_ops
49a9d8dfd3aec23d3272a62ec606532b,12110730,,,7906263,4278190,PARTIAL,partial_999_cpu_ops
49c8ac2ed4a5e22d332c0e01bc348826,2490952,,,3114270,0,PARTIAL,partial_999_cpu_ops
49e68103df3021497b81b9a09cdba13e,7125898,,,7203717,0,PARTIAL,partial_999_cpu_ops
4ab922c1cec7a01d4d87a674e10c731c,8574602,,,7979663,660992,PARTIAL,partial_999_cpu_ops
4b2cfa4209f065e2da6757ce46c0b8e5,3566730,,,3628072,0,PARTIAL,partial_999_cpu_ops
4b7e61372913b6f62f3d30bf58b730b2,540196,,,707840,0,PARTIAL,partial_999_cpu_ops
4bdd9640c37f761d912bd5275b0f71df,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
4c2e6efcd3e63a170f3e3f358d9fea84,9014154,,,8032092,1059061,PARTIAL,partial_999_cpu_ops
4c5eaba938e815cbd108047cd8607dea,4006282,,,4068474,0,PARTIAL,partial_999_cpu_ops
4c96c71603c5fff4da5c01a29484d3be,3566730,,,3628072,0,PARTIAL,partial_999_cpu_ops
4cff275248015389b0a83c646c4599cf,3039882,,,3082813,0,PARTIAL,partial_999_cpu_ops
4d123b5ce85ac27b72d93983dacbbfd7,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
4d31877fefc56fa91d38adfb5bd451ae,4885386,,,4959764,0,PARTIAL,partial_999_cpu_ops
4dcf4a63d8bae4c0f299cad53b7129a1,1873308,,,2359296,0,PARTIAL,partial_999_cpu_ops
4df77cc17c3da268de7f2566927bcf22,22617994,,,7895777,14816378,PARTIAL,partial_999_cpu_ops
4e1268021f7b3b4b8c5d2a78d7fd158a,1767306,,,1814036,0,PARTIAL,partial_999_cpu_ops
4e67963454ee05f080ee6e8d44c018df,3479434,,,3533701,0,PARTIAL,partial_999_cpu_ops
4e6cf515798f35616a83b2c39d10d251,20532106,,,8021606,12582912,PARTIAL,partial_999_cpu_ops
4e9072c02fe6511295d0dbe82c74e989,1750146,,,2202009,0,PARTIAL,partial_999_cpu_ops
4eb779285481e2feb4ab6f42f3d72f66,1989425,,,2506096,0,PARTIAL,partial_999_cpu_ops
4f7d4443b757430e60f9292b63df6e5d,4445834,,,4508876,0,PARTIAL,partial_999_cpu_ops
4f95133d98f72f4dc5e6e2b7b702df89,29668746,,,7906263,21852323,PARTIAL,partial_999_cpu_ops
4f990320c51592a8f706c332104cdf90,3479434,,,3533701,0,PARTIAL,partial_999_cpu_ops
4fc3d6e5c1f40c7a79e1a79a7b780711,23497098,,,7906263,15697182,PARTIAL,partial_999_cpu_ops
500b6b24be5e01566f7a24a1b3ddbf99,5631114,,,5683281,0,PARTIAL,partial_999_cpu_ops
5013d4898aaba30673c3858589091b4f,946570,,,1036288,0,PARTIAL,partial_999_cpu_ops
505d88dc866b52e996d5300ed816617a,10188682,,,8021606,2222981,PARTIAL,partial_999_cpu_ops
507470799f20b52f2c7a78723798b295,1742135,,,2202009,0,PARTIAL,partial_999_cpu_ops
50828655ed13926493ba6a7b7f2b881b,2997130,,,3072327,0,PARTIAL,partial_999_cpu_ops
50b4318c3a5eb399616907d00178e258,4006282,,,4068474,0,PARTIAL,partial_999_cpu_ops
50f547237914d4118edd8914803ddbdc,6686346,,,6752829,0,PARTIAL,partial_999_cpu_ops
511350affb749c780443198c522714ce,2782644,,,3491758,0,PARTIAL,partial_999_cpu_ops
512cd9a356825574885d92ab58846b0a,3479434,,,3533701,0,PARTIAL,partial_999_cpu_ops
51832d14df0d1d5b0ef56dceeb63cae5,22454154,,,8021606,14522777,PARTIAL,partial_999_cpu_ops
51b5087165761c8bfe1dabd2d96c8e99,5894538,,,5955911,0,PARTIAL,partial_999_cpu_ops
51b99f4f4cc6fcf0efc37add54f2f0e8,10638986,,,7906263,2810183,PARTIAL,partial_999_cpu_ops
51ce526bef6a9a315c57ba584090b5d5,12110730,,,7853834,4330618,PARTIAL,partial_999_cpu_ops
5298f5d306fd2e28bdf51009b4366933,5104266,,,5148508,0,PARTIAL,partial_999_cpu_ops
529d37700ebe8ec1fc1bf204acaf424f,19489162,,,8021606,11534336,PARTIAL,partial_999_cpu_ops
534f2002efc14247307c7dcc2ca55b32,5367690,,,5421137,0,PARTIAL,partial_999_cpu_ops
53c2caa74426879d33f892af2b4149c3,30547850,,,8032092,22607298,PARTIAL,partial_999_cpu_ops
53cee42601ad14d661bb6878031d6acb,888202,,,928768,0,PARTIAL,partial_999_cpu_ops
53f7747ecbe727ed4076735b503cb096,1753661,,,2202009,0,PARTIAL,partial_999_cpu_ops
541fbc2bb9feabe7a972db79effde24c,38090122,,,7853834,30314332,PARTIAL,partial_999_cpu_ops
5498ba534c256c9d086596e2b51cf170,3216010,,,3261071,0,PARTIAL,partial_999_cpu_ops
54a607b5218c9982eb559f253f6978fb,20532106,,,7895777,12708741,PARTIAL,partial_999_cpu_ops
54cbad9f4badfda552f47b5c8aad5137,3479434,,,3533701,0,PARTIAL,partial_999_cpu_ops
5560a0022cd242a55df856129ca05f31,6686346,,,6752829,0,PARTIAL,partial_999_cpu_ops
5571641268b26e2ff4f407605937d677,28789642,,,7853834,21002977,PARTIAL,partial_999_cpu_ops
559021065a4066ca9f7a7137f3aa017d,10199434,,,7906263,2359296,PARTIAL,partial_999_cpu_ops
56843fa944df2c025589ae799312fe60,3303306,,,3355443,0,PARTIAL,partial_999_cpu_ops
568446f229ee474d96cb431de0fe1095,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
56b35f46f583628838463ac1439bcd7e,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
56d2a3860a876620dc350349b3bc369a,2898236,,,3638558,0,PARTIAL,partial_999_cpu_ops
57468b7c4dd6508014213945941ccac7,2893944,,,3638558,0,PARTIAL,partial_999_cpu_ops
57c7dedb40b94aab13305268fd0327d7,3918986,,,3974103,0,PARTIAL,partial_999_cpu_ops
58c8f040b84f617501dea6f4ab582479,5939082,,,6029312,0,PARTIAL,partial_999_cpu_ops
59c079a6b83ce37e682105a135eca195,13153674,,,8032092,5200936,PARTIAL,partial_999_cpu_ops
59d9ed3046cd87a504fcb05d916f6af8,31754634,,,7895777,23959961,PARTIAL,partial_999_cpu_ops
5c5e966af0655bb6e4798ffebaa6e9d3,7697290,,,7811891,0,PARTIAL,partial_999_cpu_ops
5c634822c6a87824df00040e36f54d1e,5631114,,,5683281,0,PARTIAL,partial_999_cpu_ops
5d4190fd89bb23037c68bfde193c77bf,9014154,,,8032092,1059061,PARTIAL,partial_999_cpu_ops
5d7ea49c05cb125979613e066e3dbe9c,3216010,,,3261071,0,PARTIAL,partial_999_cpu_ops
5dca441cabeb96bd96af5c8dc540e3b1,2780880,,,3491758,0,PARTIAL,partial_999_cpu_ops
5df59f7f6a28ec02e4cd0bb73cc5729c,3035601,,,3785359,0,PARTIAL,partial_999_cpu_ops
5e11a5dd66f2fe5785675625e3df818a,3410512,,,4246732,0,PARTIAL,partial_999_cpu_ops
5e464b4fec4ea5de037a5430b21532dd,19489162,,,7790919,11765022,PARTIAL,partial_999_cpu_ops
5e95e5c6fd2546091f15faf89354d6c4,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
5ecdf1aa778267ee20e1467d932faa71,3655562,,,3711959,0,PARTIAL,partial_999_cpu_ops
5f14db94a47a90dd37d9f6793bdf2dc3,38969226,,,7895777,31163678,PARTIAL,partial_999_cpu_ops
5f628d0626df3c905f6aa68ee314c98a,22454154,,,7969177,14575206,PARTIAL,partial_999_cpu_ops
5f6cf7842957b50ed1ec456ec450592a,13153674,,,8021606,5211422,PARTIAL,partial_999_cpu_ops
5f947e32909f65677cfeed1e5b4c861e,2780228,,,3491758,0,PARTIAL,partial_999_cpu_ops
6047adcded92b5d8126a9cc34054624b,20532106,,,7906263,12698255,PARTIAL,partial_999_cpu_ops
6064491c87b641562dd0291d38f6f1b3,2621011,,,3271557,0,PARTIAL,partial_999_cpu_ops
606f15037b5bd4d79ace4200792b95cf,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
6121a9c53be4670899be1b8e2d6917f3,10188682,,,7790919,2453667,PARTIAL,partial_999_cpu_ops
612d407648614f6d21d541c24f856df6,6949770,,,7025459,0,PARTIAL,partial_999_cpu_ops
61ef98af9a58bd3bda7abab8e83cb7be,8135050,,,8032092,166400,PARTIAL,partial_999_cpu_ops
6236f0cf8574d9b0a3866e636b9f1915,15075722,,,7969177,7214202,PARTIAL,partial_999_cpu_ops
626d264142ff0a011c9d1a5cac11b109,2271418,,,2873098,0,PARTIAL,partial_999_cpu_ops
628526cec91609b8097d3013ceb767c7,8135050,,,8032092,166400,PARTIAL,partial_999_cpu_ops
6367d1292d5085b2c68ed7c27f97928a,4006282,,,4068474,0,PARTIAL,partial_999_cpu_ops
6426e2a1f853bb8ade10ee7588a54730,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
6463dec236838bad09900bdd64ef2f33,9014154,,,8032092,1059061,PARTIAL,partial_999_cpu_ops
64a3f8ba8735c09f8ed1d8767e53b281,29668746,,,7780433,21967667,PARTIAL,partial_999_cpu_ops
64e617b3d07537e40a3af1e46f04149c,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
64f65883b65c291d04968606b20d998f,3940181,,,4917821,0,PARTIAL,partial_999_cpu_ops
654692dd64411ca0a2cc2ee12897f201,1151626,,,1195376,0,PARTIAL,partial_999_cpu_ops
65933d33a02a18bb48533c4c1046530e,7695498,,,7748976,0,PARTIAL,partial_999_cpu_ops
662d9184fd7655dd178bf295c956ee95,20368266,,,7780433,12656312,PARTIAL,partial_999_cpu_ops
66344e4ea26195131f153b084f6e0bf2,12274570,,,7969177,4372561,PARTIAL,partial_999_cpu_ops
66b65750b26b4418ef9639f2b929fa0f,16118666,,,7969177,8262778,PARTIAL,partial_999_cpu_ops
66ea4e36f994d4bf11102cbef10a3cb1,12110730,,,8032092,4152360,PARTIAL,partial_999_cpu_ops
66f099921991da4bc33d1a84c20c7888,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
675777ecb1daff61b6917d833406cb82,4358538,,,4424990,0,PARTIAL,partial_999_cpu_ops
6790a334e6b6c6547a7526fb9bfec9ec,29668746,,,7780433,21967667,PARTIAL,partial_999_cpu_ops
682e8c26332f87690f20b44750be28eb,3039882,,,3082813,0,PARTIAL,partial_999_cpu_ops
683d2f0f319573826904fad060a1895a,11067786,,,7790919,3344957,PARTIAL,partial_999_cpu_ops
6850ec2ead9d6fdaa4c0776aaf42876d,4445834,,,4508876,0,PARTIAL,partial_999_cpu_ops
68c6827857da65b3fa6ca5a0f6998255,3853194,,,3921674,0,PARTIAL,partial_999_cpu_ops
6974deeab04fad2934c8468d2f242171,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
69850253bf36a638fc16c5b7da27e66a,5543818,,,5599395,0,PARTIAL,partial_999_cpu_ops
69889310ffdbb4feaa38a8bf64d33be0,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
69981a1f9489145abde585d9b4e47ab0,3216010,,,3261071,0,PARTIAL,partial_999_cpu_ops
6a7021d931aae75193905e9f45a1f825,3511588,,,4404019,0,PARTIAL,partial_999_cpu_ops
6a8e6e97ecd1dc0934e776091c5bfae7,13868938,,,7864320,6102712,PARTIAL,partial_999_cpu_ops
6a96c1c2c8186bff3577841108abb178,3303306,,,3355443,0,PARTIAL,partial_999_cpu_ops
6aa74936c1b145197a2c4040b5256baf,1415050,,,1468006,0,PARTIAL,partial_999_cpu_ops
6ac171bd805344168d374eaffcfffb06,9014154,,,8032092,1059061,PARTIAL,partial_999_cpu_ops
6adf09ef60d9568b0c5ce41d788a41bc,1931146,,,1981808,0,PARTIAL,partial_999_cpu_ops
6ae70ab8fa9f291a32aa94691e7489f0,5104266,,,5148508,0,PARTIAL,partial_999_cpu_ops
6b192a4af83fb8eef7b3f3e7d576a87c,1941898,,,2002780,0,PARTIAL,partial_999_cpu_ops
6b357aa289720ff7908c1ab48227a2a0,21411210,,,8021606,13474201,PARTIAL,partial_999_cpu_ops
6b3807ffed5e90baa1a79b13eb580467,2505805,,,3114270,0,PARTIAL,partial_999_cpu_ops
6b388c0562e2862c12426814f82479d3,1151626,,,1195376,0,PARTIAL,partial_999_cpu_ops
6b3b187b26bf62d08556fc86e69ca60c,6818186,,,6920601,0,PARTIAL,partial_999_cpu_ops
6bb3a5f158c57162b2a9671a1402725f,1931146,,,1981808,0,PARTIAL,partial_999_cpu_ops
6bc1790ed429d54dc732031f2301632a,3001610,,,3198156,0,PARTIAL,partial_999_cpu_ops
6c8ac33982f9b3e9bd26d7475e208bfd,12110730,,,7853834,4330618,PARTIAL,partial_999_cpu_ops
6cc6f27008da3cd95b7e159d4e26bdb7,2903390,,,3638558,0,PARTIAL,partial_999_cpu_ops
6d9c587c4e9c1de570921cee9285779c,5807242,,,5861539,0,PARTIAL,partial_999_cpu_ops
6de8637c0412a2ba7c41625f911597b5,2776458,,,2820669,0,PARTIAL,partial_999_cpu_ops
6e0dbd705172b517f094c9a75db5b7c4,5807242,,,5861539,0,PARTIAL,partial_999_cpu_ops
6e1a50a62823c2d9ac528de427d2a6b3,2776458,,,2820669,0,PARTIAL,partial_999_cpu_ops
6e611d0ac59be445dc8c4371a43f38d0,2895771,,,3638558,0,PARTIAL,partial_999_cpu_ops
6e66c8882a44d6d79613c399271aaa33,8750730,,,8032092,786432,PARTIAL,partial_999_cpu_ops
6e7a1dc16a081a750ba3e0f842e50038,24376202,,,7969177,16515072,PARTIAL,partial_999_cpu_ops
6ed519887232b15a95c625ad0b2c1bb1,5543818,,,5599395,0,PARTIAL,partial_999_cpu_ops
6ef23dc67b0326c9a53e757dcc44cdee,23333258,,,7790919,15644753,PARTIAL,partial_999_cpu_ops
6f026193cdbf07ab16259b8f4426e1d6,2557578,,,2621440,0,PARTIAL,partial_999_cpu_ops
6f156ca3180367695987bd202288e4c4,7695498,,,7748976,0,PARTIAL,partial_999_cpu_ops
6f1db217316da634995f315a3246456c,12110730,,,7864320,4320133,PARTIAL,partial_999_cpu_ops
6f26dc0c4fe9591225e8d3d24ed4f8a6,2776458,,,2820669,0,PARTIAL,partial_999_cpu_ops
6f6257bc3b12d87b8736e81cd4b7ed8b,1767306,,,1814036,0,PARTIAL,partial_999_cpu_ops
6f6f173e3c0fa9ce47f9c0ed91264a3d,12110730,,,7864320,4320133,PARTIAL,partial_999_cpu_ops
6fd16839551ae8bde74ffe82bc1d3c0d,4182410,,,4246732,0,PARTIAL,partial_999_cpu_ops
7008198c90ed5d4dd8adb0acbd2fd2bd,497674,,,569344,0,PARTIAL,partial_999_cpu_ops
702ddef6b5b7f659ef1ed38652d91115,2810250,,,2873098,0,PARTIAL,partial_999_cpu_ops
70b10fe679ce2c532a9b061c609da8bc,3818973,,,4771020,0,PARTIAL,partial_999_cpu_ops
70cec3d45475d0428b47a6143a0c9370,11067786,,,7864320,3261071,PARTIAL,partial_999_cpu_ops
71269c92a7f4e2672144d06e336513e7,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
71485c6997c3c684e23aae3ab1bb18a2,7125898,,,7203717,0,PARTIAL,partial_999_cpu_ops
71a8e99338968a1b97aff372cff0f436,30711690,,,7906263,22900899,PARTIAL,partial_999_cpu_ops
71d941de64dc3f9945d01633fff34988,5367690,,,5421137,0,PARTIAL,partial_999_cpu_ops
71e04cbfe3702dc1ed4f20821e4af3c2,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
71e29ecde1db1f6344801d69c75ed954,888202,,,928768,0,PARTIAL,partial_999_cpu_ops
7249d1870bf53ad0b4e2fb501d6f3896,7695498,,,7748976,0,PARTIAL,partial_999_cpu_ops
724ceb3878ccde3f535dd4ab2555c917,4358538,,,4424990,0,PARTIAL,partial_999_cpu_ops
72ca27bfb1b218686ba027508d5fee83,21575050,,,7895777,13757317,PARTIAL,partial_999_cpu_ops
72cdfc295aa3c7e452a9480c570e4d5d,2738242,,,3418357,0,PARTIAL,partial_999_cpu_ops
72e05c25b5a8771bf76e9125182dd07e,583050,,,657408,0,PARTIAL,partial_999_cpu_ops
731e2263c5d50c0a09dc9594f0c8a165,3216010,,,3261071,0,PARTIAL,partial_999_cpu_ops
7400bf856a8e6d142ff2a3b0fc2cd82e,20532106,,,7895777,12708741,PARTIAL,partial_999_cpu_ops
741fdfc112c0a7235400077190707940,5543818,,,5599395,0,PARTIAL,partial_999_cpu_ops
74430d913c2550db7eded985b42dbfc3,4095114,,,4152360,0,PARTIAL,partial_999_cpu_ops
74b4f4593d17d0a2951634df306a4958,38969226,,,8032092,31027363,PARTIAL,partial_999_cpu_ops
74c556c77a4f772445c11f8ee8496d80,13317514,,,7969177,5431623,PARTIAL,partial_999_cpu_ops
7563f814ac8c0426ce9fc95ad52b968d,5807242,,,5861539,0,PARTIAL,partial_999_cpu_ops
756df5b9051397eadeaa19cae9c89652,3479434,,,3533701,0,PARTIAL,partial_999_cpu_ops
758626711dd560be553c20e73ba23f30,22454154,,,8032092,14512291,PARTIAL,partial_999_cpu_ops
759c3b0c43f3cabeb0a12dc34031982f,3479434,,,3533701,0,PARTIAL,partial_999_cpu_ops
75d640430a93c0904cfcd3d62d2df91e,22290314,,,7853834,14533263,PARTIAL,partial_999_cpu_ops
7611f5af6fe0e785fc8dddff5c56a6fe,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
7638de125a87ebdd2cc2b515b4d41fc9,1756463,,,2202009,0,PARTIAL,partial_999_cpu_ops
76828e7591f15af176ca9f052c332497,20368266,,,7864320,12572426,PARTIAL,partial_999_cpu_ops
76e95ff773019375ce55737d623dea78,2810250,,,2873098,0,PARTIAL,partial_999_cpu_ops
771a888531d1c59b6c81308ef2a8dad7,11231626,,,7790919,3502243,PARTIAL,partial_999_cpu_ops
77360751867dd763715d7c921183d33b,5807242,,,5861539,0,PARTIAL,partial_999_cpu_ops
77511ebad54fd5cd1ecf8dc29db36772,21575050,,,8021606,13631488,PARTIAL,partial_999_cpu_ops
779940613eb81c2bfd643b029f8018b8,14196618,,,7895777,6396313,PARTIAL,partial_999_cpu_ops
78025c0e31473a8b3b25aae04c3d43b0,4896138,,,4980736,0,PARTIAL,partial_999_cpu_ops
784c6b907ef3777f5773e13da3f13f2a,5894538,,,5955911,0,PARTIAL,partial_999_cpu_ops
79845d7681f9e38d5afc6eb15c01b69e,5631114,,,5683281,0,PARTIAL,partial_999_cpu_ops
7984708a06fc3e37d577f96c99c1914c,1700674,,,2139095,0,PARTIAL,partial_999_cpu_ops
79ac0ca945869f05b1fc34f4110f67d3,975498,,,1021440,0,PARTIAL,partial_999_cpu_ops
79e5e51f9c2ba884e37a1419b50108f4,1238922,,,1289748,0,PARTIAL,partial_999_cpu_ops
7a531e6f76569528f9feea0a2ced6f36,7125898,,,7203717,0,PARTIAL,partial_999_cpu_ops
7a619819a92582cb90e72bcfcf59bf05,2632765,,,4141875,0,PARTIAL,partial_999_cpu_ops
7a72c7556c98f2eb3bef29ddc9195761,3039882,,,3082813,0,PARTIAL,partial_999_cpu_ops
7a7df354c9ed7699de9797a3c8de2391,13153674,,,7853834,5379194,PARTIAL,partial_999_cpu_ops
7ad086bdc3ebfa56a8ef5f6f0214df83,6246794,,,6312427,0,PARTIAL,partial_999_cpu_ops
7b00ba173f37fd11c3b879716dad1bd4,4358538,,,4424990,0,PARTIAL,partial_999_cpu_ops
7b2fd70156186ce9dd422edaae54ada1,1678474,,,1730150,0,PARTIAL,partial_999_cpu_ops
7bbec64332bf58b6c1681300e18f6fb3,4006282,,,4068474,0,PARTIAL,partial_999_cpu_ops
7c65f6bd01b87407734781b6038050bc,3216010,,,3261071,0,PARTIAL,partial_999_cpu_ops
7cb9fc92003fb6d5663423001409b318,12274570,,,7969177,4372561,PARTIAL,partial_999_cpu_ops
7cfd725f077a0c642c7ba8c3cb19a627,6246794,,,6312427,0,PARTIAL,partial_999_cpu_ops
7d0ffe256707d06c1d36df577af56c01,3827706,,,4771020,0,PARTIAL,partial_999_cpu_ops
7d26c1014380504f8717b33ebc4b0191,2810250,,,2873098,0,PARTIAL,partial_999_cpu_ops
7d4b7fc1b99bcb64747f0c5b3b0046f6,22290314,,,8021606,14365491,PARTIAL,partial_999_cpu_ops
7d968619cd79b2da79057a364affc9d0,4269706,,,4341104,0,PARTIAL,partial_999_cpu_ops
7d9741575b0be783a7e67bf2185d60c9,12274570,,,7853834,4487905,PARTIAL,partial_999_cpu_ops
7dac2cae5fa78726418f85166c822c17,12110730,,,7853834,4330618,PARTIAL,partial_999_cpu_ops
7e1457ddf24845418005c21c07757841,8135050,,,7895777,297472,PARTIAL,partial_999_cpu_ops
7e6f9d42149ac45cfff02a478c7ae86f,23333258,,,8032092,15403581,PARTIAL,partial_999_cpu_ops
7e804ee3e327a1d3ab3e34a8ccd3ce7d,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
7eae29ce7b118b8684f79d1b18f5ab25,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
7eb7a23216c8dd5912830a479a709019,975498,,,1021440,0,PARTIAL,partial_999_cpu_ops
7fee9a1c1f5b70593e05d7cd21e47a89,4104279,,,5138022,0,PARTIAL,partial_999_cpu_ops
80085ddd7dff0364c3e10ac6a704758f,975498,,,1021440,0,PARTIAL,partial_999_cpu_ops
8052f7a6ed5070e58dc4afc69b0ee1b0,22454154,,,7969177,14575206,PARTIAL,partial_999_cpu_ops
80ad935d4722a32b3fe83d7d1e790ede,5061514,,,5138022,0,PARTIAL,partial_999_cpu_ops
80fb4464d0ab82d5f124d228ffd9507c,6246794,,,6312427,0,PARTIAL,partial_999_cpu_ops
8102312b0011e58ab79d3bc6b74b6c05,4896138,,,4980736,0,PARTIAL,partial_999_cpu_ops
812c06587548f3ae3f60452b70805bd5,11946890,,,8021606,3995074,PARTIAL,partial_999_cpu_ops
815c0e815b8110ef48534a89faf25ac2,8135050,,,8032092,166400,PARTIAL,partial_999_cpu_ops
81653de2d99676fa3d377640124a73ab,1591178,,,1646264,0,PARTIAL,partial_999_cpu_ops
816717ac4d61dd62ada09740b4fa6470,3039882,,,3082813,0,PARTIAL,partial_999_cpu_ops
816a12cbf5056eebe04e7a39cdf21d0b,5367690,,,5421137,0,PARTIAL,partial_999_cpu_ops
818335e2311b94ab15cbd7c90cae21e7,1415050,,,1468006,0,PARTIAL,partial_999_cpu_ops
81f5a40841c2dfc0dcad2cf76c88e80e,712074,,,752640,0,PARTIAL,partial_999_cpu_ops
821d70ecc12e96b4d0f6513327f9d454,38969226,,,7853834,31205621,PARTIAL,partial_999_cpu_ops
8259fa5ddab153bcf0717e56a5ed303c,3655817,,,5421137,0,PARTIAL,partial_999_cpu_ops
825e80c1557fab300e9775840161bf8e,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
82689451fc85eacd865316b68270b01c,4709258,,,4781506,0,PARTIAL,partial_999_cpu_ops
829770556ba3fbf0e154772f5f037d34,6949770,,,7025459,0,PARTIAL,partial_999_cpu_ops
82c1c57c423890164d4a46e272f298ab,1873833,,,2359296,0,PARTIAL,partial_999_cpu_ops
82e63bfa68c8214e5945c9cff5e37a17,3853194,,,3921674,0,PARTIAL,partial_999_cpu_ops
837f1f77737c7f262afd9d7271a99b85,13317514,,,7969177,5431623,PARTIAL,partial_999_cpu_ops
83de10cc3c3e7abc753efefa5b2f3475,13153674,,,7864320,5368709,PARTIAL,partial_999_cpu_ops
8413eea4b2037cf27f6a9755759bac6a,2160896,,,2726297,0,PARTIAL,partial_999_cpu_ops
842c29188050053fcea49339bb043deb,40891274,,,8021606,32988200,PARTIAL,partial_999_cpu_ops
842cd6998525233fe308e28fb49186e6,5631114,,,5683281,0,PARTIAL,partial_999_cpu_ops
845a4b654acb7d14b25138c4d792eb74,12989834,,,7853834,5221908,PARTIAL,partial_999_cpu_ops
84a55e4cde35e728f9f0d1f1e83badc0,7871626,,,7906263,23040,PARTIAL,partial_999_cpu_ops
84b167c77985fe05f490bc4141dc676d,5807242,,,5861539,0,PARTIAL,partial_999_cpu_ops
852f21047c2aa03cb1fde04587083228,19489162,,,7906263,11649679,PARTIAL,partial_999_cpu_ops
853add1fb58360f2ee5b53178d6429dd,6510218,,,6574571,0,PARTIAL,partial_999_cpu_ops
8544d4b88c215d814f921c3d27ab9715,21411210,,,7864320,13631488,PARTIAL,partial_999_cpu_ops
85745917b80e88f503fafc55d3b784c2,3742858,,,3795845,0,PARTIAL,partial_999_cpu_ops
857c845e281e733583b3e1f7f13a243f,5631114,,,5683281,0,PARTIAL,partial_999_cpu_ops
85fc17d541dc5eb70337803fcea31de8,8574602,,,7895777,741376,PARTIAL,partial_999_cpu_ops
860569af9621d6745663a2956c5191ad,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
86083346482d6f53635eb434524b5511,6070666,,,6134169,0,PARTIAL,partial_999_cpu_ops
86234eb6135af3960d7fdea3d65f645a,5631114,,,5683281,0,PARTIAL,partial_999_cpu_ops
86b6f658f237f6dd05204a6ca97d5743,12110730,,,7780433,4404019,PARTIAL,partial_999_cpu_ops
86ef58b422915affbb5f01dc2fc5c1ce,6246794,,,6312427,0,PARTIAL,partial_999_cpu_ops
870510b55facdb8976f862394e9c4fc3,6422922,,,6480199,0,PARTIAL,partial_999_cpu_ops
