hash,params,coral_latency_ms,coral_offchip_bytes,npu_latency_ms_median,npu_latency_ms_min,npu_latency_ms_p95,npu_latency_ms_mean,npu_n_timed,status
8052f7a6ed5070e58dc4afc69b0ee1b0,,,,6.4213,5.8230,6.7389,6.2489,100,timed
80ad935d4722a32b3fe83d7d1e790ede,,,,5.1562,4.6203,5.2196,5.0982,100,timed
80fb4464d0ab82d5f124d228ffd9507c,,,,5.4476,4.8829,5.5144,5.3838,100,timed
8102312b0011e58ab79d3bc6b74b6c05,,,,4.9590,4.4467,5.0913,4.9091,100,timed
812c06587548f3ae3f60452b70805bd5,,,,6.7509,6.1540,6.8528,6.6131,100,timed
815c0e815b8110ef48534a89faf25ac2,,,,4.6792,4.1229,4.7529,4.6050,100,timed
81653de2d99676fa3d377640124a73ab,,,,2.5229,2.4376,3.1980,2.6978,100,timed
816717ac4d61dd62ada09740b4fa6470,,,,4.4391,3.9587,4.5349,4.3748,100,timed
816a12cbf5056eebe04e7a39cdf21d0b,,,,4.5540,3.9159,4.6270,4.3519,100,timed
818335e2311b94ab15cbd7c90cae21e7,,,,4.6377,3.9954,4.8025,4.5442,100,timed
81f5a40841c2dfc0dcad2cf76c88e80e,,,,1.7973,1.7590,1.8775,1.8097,100,timed
821d70ecc12e96b4d0f6513327f9d454,,,,8.4540,7.6994,8.6992,8.3883,100,timed
8259fa5ddab153bcf0717e56a5ed303c,,,,6.1774,5.5021,6.4398,6.1272,100,timed
825e80c1557fab300e9775840161bf8e,,,,4.9692,4.4416,5.0170,4.8914,100,timed
82689451fc85eacd865316b68270b01c,,,,4.6755,4.2604,4.8827,4.6185,100,timed
829770556ba3fbf0e154772f5f037d34,,,,5.3564,4.7925,5.5100,5.3017,100,timed
82c1c57c423890164d4a46e272f298ab,,,,5.6485,4.9665,5.7799,5.5535,100,timed
82e63bfa68c8214e5945c9cff5e37a17,,,,3.1429,3.0741,3.7261,3.3260,100,timed
837f1f77737c7f262afd9d7271a99b85,,,,4.3782,4.0836,4.7154,4.4111,100,timed
83de10cc3c3e7abc753efefa5b2f3475,,,,5.2419,4.6132,5.4302,5.1585,100,timed
8413eea4b2037cf27f6a9755759bac6a,,,,5.4528,5.3170,5.9796,5.6106,100,timed
842c29188050053fcea49339bb043deb,,,,8.7068,8.0322,8.8087,8.6211,100,timed
842cd6998525233fe308e28fb49186e6,,,,3.4943,3.4558,3.5213,3.4960,100,timed
845a4b654acb7d14b25138c4d792eb74,,,,6.2616,5.8966,6.6939,6.3140,100,timed
84a55e4cde35e728f9f0d1f1e83badc0,,,,5.1656,4.6001,5.3246,5.0462,100,timed
84b167c77985fe05f490bc4141dc676d,,,,4.5015,3.9478,4.5839,4.4264,100,timed
852f21047c2aa03cb1fde04587083228,,,,3.3663,3.3268,3.9112,3.4218,100,timed
853add1fb58360f2ee5b53178d6429dd,,,,4.8678,4.4229,5.2616,4.8682,100,timed
8544d4b88c215d814f921c3d27ab9715,,,,5.8400,5.6590,6.4318,6.0196,100,timed
85745917b80e88f503fafc55d3b784c2,,,,3.2914,3.2551,3.5111,3.3216,100,timed
857c845e281e733583b3e1f7f13a243f,,,,3.7826,3.7305,4.3691,3.9763,100,timed
85fc17d541dc5eb70337803fcea31de8,,,,5.0967,4.5284,5.2682,4.9621,100,timed
860569af9621d6745663a2956c5191ad,,,,4.6116,4.3311,4.9633,4.6655,100,timed
86083346482d6f53635eb434524b5511,,,,4.1828,4.0930,4.7049,4.3052,100,timed
86234eb6135af3960d7fdea3d65f645a,,,,3.9668,3.9434,4.5475,4.0575,100,timed
86b6f658f237f6dd05204a6ca97d5743,,,,6.2254,5.6962,6.3418,6.1733,100,timed
86ef58b422915affbb5f01dc2fc5c1ce,,,,4.9803,4.4987,5.0682,4.9507,100,timed
870510b55facdb8976f862394e9c4fc3,,,,4.7381,4.6389,5.3304,4.9382,100,timed
87ddd8c9aaa5ffcfa8988b2208320cbd,,,,7.7209,7.0629,7.8935,7.5665,100,timed
8810708382e7993dff9f4fb2742d3635,,,,2.3584,2.3129,2.4782,2.3867,100,timed
8833639bdf7c2aa109b969c32a65cc28,,,,6.4994,5.8528,6.6023,6.3866,100,timed
88533e8540790ea14214199b7b18c5a8,,,,6.3866,5.7526,6.4895,6.3177,100,timed
8857e90db260c3ae832eb1d3ad1d2337,,,,6.6829,6.6252,7.3638,6.7692,100,timed
886abf4ac14e23ff82b11794328a3547,,,,6.7455,6.1559,6.8715,6.6151,100,timed
8885e8e531900b8af1393e4e45cf43d8,,,,5.1016,4.5578,5.2783,5.0287,100,timed
88b8c2d06e3be302d64cc528062b5595,,,,5.3820,4.7837,5.4507,5.2858,100,timed
88fbe77b5640371dcbfb38598126b26b,,,,4.8007,4.1884,4.9994,4.7057,100,timed
8931375b17571d1c7fbf7c112dbe28bc,,,,6.2412,5.6456,6.4614,6.1896,100,timed
899273c79511eb3886001ffd5fafdf65,,,,7.9059,7.3195,8.0233,7.8755,100,timed
89cb2b3dd91a73e067eea4b1b67e033d,,,,5.6171,5.1026,5.7941,5.5728,100,timed
8a666b281d20242f496975081b2e601a,,,,5.1268,4.5828,5.2921,5.0072,100,timed
8a67d9ba0c93eb2f70c707fc6efff028,,,,5.5506,4.8503,5.8196,5.4916,100,timed
8a8c599255733293cca58f201eb56bdf,,,,5.6478,5.0982,5.8013,5.5910,100,timed
8aacaa51eb7421d4fe918e3421437986,,,,6.9020,6.2223,7.0384,6.7229,100,timed
8ac52337a9d2258225417431679eb4ac,,,,4.7147,4.1382,4.9480,4.6107,100,timed
8b2e434cce492e217d6e82c44a6de814,,,,4.4350,3.9707,4.7774,4.3802,100,timed
8b7f9b37a02fdf554fb77e97a2c4edbb,,,,6.8122,6.1362,6.9507,6.7409,100,timed
8b900e6fbd7672c65fe6f833e95c200b,,,,6.0698,5.4217,6.2469,5.9898,100,timed
8b9be5d95d30991c3858fe0024905d8a,,,,5.8265,5.2511,5.9407,5.7279,100,timed
8c354810335fa8f8af62e14e69c92416,,,,7.4851,6.7807,7.6057,7.3567,100,timed
8c7c4a40a9479c7f697b5bc3af501f5b,,,,7.7854,7.3473,7.9142,7.7538,100,timed
8cb3a764fd692371153c2c8503f840e0,,,,4.0319,3.3681,4.1167,3.9513,100,timed
8cc1db85d68941ddc0ae6f455b7dd8ae,,,,5.6366,5.5333,6.2798,5.7357,100,timed
8cde6d91c55887e02d1e539a4158519d,,,,3.6333,3.0327,3.7081,3.4873,100,timed
8ce7a157bb8325e06b4979c5ad77d620,,,,2.4469,2.4030,3.0705,2.5562,100,timed
8d6551d697ad30bb0a174e47d0bda0f8,,,,6.0272,5.4161,6.1192,5.8846,100,timed
8d9bd61b19a1c7b12f72ae934f99efb0,,,,6.9733,6.3450,7.2205,6.7975,100,timed
8da04adf608eb22905587f461a1c3edd,,,,4.0733,3.5429,4.1766,4.0253,100,timed
8dcab98e50962bc64eb888de400a2d60,,,,5.6948,5.6086,6.3371,5.8538,100,timed
8dd13a561a5d593fdc828306b10a4e60,,,,2.3046,2.2173,2.3835,2.3022,100,timed
8e1d80638c24b4d6cf2dfdadebca9737,,,,3.8851,3.3366,3.9833,3.8282,100,timed
8e651ef65c083b4d631d9f4e1057b603,,,,5.9839,5.3620,6.0637,5.9280,100,timed
8e745799d6c739ad3f03b9de020abc08,,,,5.3340,4.9327,5.4046,5.3249,100,timed
8e85de1dead7e9c3e04aa83a4a4b5ab1,,,,6.5919,5.9462,6.7213,6.4551,100,timed
8ea87d1967f5899f0378de0842f03357,,,,4.4650,3.9082,4.7883,4.4426,100,timed
8f05e88084647ad6561578d45893e81e,,,,6.0737,5.4585,6.2259,6.0472,100,timed
907802d27f786475545b76371b5b5da9,,,,4.4820,3.9434,4.5983,4.4112,100,timed
90a35050239ec41f90adb19f0aa7a9e3,,,,5.6182,4.9813,5.7556,5.5610,100,timed
90d41553c012f05a35e0fd41d5b68295,,,,6.9184,6.2202,6.9687,6.8577,100,timed
90e3f5faec3240ddfee38a004cead72a,,,,2.4784,2.4240,2.6407,2.5002,100,timed
90ef47dbc5f8d324099359433fbe82df,,,,6.7703,6.1885,6.8798,6.9020,100,timed
9136b2e02ddc2881f410b4ba54bbad48,,,,6.6206,5.9326,6.7292,6.5116,100,timed
9172e8ef5d8828d5f87ab87f7d9bde8c,,,,4.3685,3.7769,4.4846,4.2710,100,timed
91918ea9f4e4b7db350e8cb1dcc8f0c2,,,,4.6719,4.1917,4.8013,4.6386,100,timed
9205f3085fe97cb7a47783c3bbc01eab,,,,2.6642,2.6090,3.2308,2.7265,100,timed
9276fde4b697391a8d5066e28867bb0b,,,,5.5534,4.9932,5.7864,5.4663,100,timed
9293a63abf5e8458b478099cbb9570d2,,,,3.7442,3.5340,4.6061,4.0951,100,timed
92a5631bab282fb916ce1bb17226e868,,,,6.0277,5.8802,6.1524,6.0314,100,timed
92ae8634e6ea95d7d48e9fe6c2f3836b,,,,6.4435,5.8233,6.5877,6.2989,100,timed
9356645ae93df380444ea4ea52aa9663,,,,3.2915,3.2233,3.9011,3.4439,100,timed
94077873c0860ab2590b655a1889e3c3,,,,5.9424,5.2871,6.0518,5.7955,100,timed
941745c7ff13c8da20212953c63d1d32,,,,5.1521,4.5849,5.2671,5.0894,100,timed
9440aadf0cbb3db290a9d87591c09be9,,,,5.8798,5.2089,5.9710,5.7775,100,timed
94bd326911f061808bc2197d97760da8,,,,4.8805,4.2753,4.9671,4.7466,100,timed
951fbeab18853b16a3b9f31f410ccc3b,,,,7.3034,6.5826,7.4830,7.1990,100,timed
952dfc4e689b9c00236770eaf021bcd5,,,,5.2071,4.6781,5.4669,5.1062,100,timed
95717613c5c79692756a23a8a02ffdb6,,,,5.3411,4.7839,5.4107,5.2791,100,timed
9658ee67bf050f0fbc8e337a6a5f6cee,,,,4.3801,4.2960,4.4475,4.3829,100,timed
9679451bb3280c35d3c4bb2141d70694,,,,6.9287,6.2957,7.0648,6.8553,100,timed
96794a104891b22bf4f2abbdd7c3e90f,,,,2.5878,2.5361,2.6267,2.5888,100,timed
968755e05b28d2bcd83ffd9db9b837dc,,,,5.1613,4.5736,5.3453,5.0947,100,timed
96ad5bd16b5c2d4501ee3e16ef2a1dd8,,,,4.5495,3.9116,4.6227,4.4286,100,timed
96bf52913dbdd678023248228c44161d,,,,3.3702,3.3028,3.5332,3.3953,100,timed
96c1edf2519472092008f6565e352e75,,,,3.1919,3.1129,3.2526,3.1963,100,timed
971ac24547267da23e12018371b49874,,,,4.9229,4.3720,5.0718,4.7696,100,timed
971d4a887ef4b24e31731c0dfd816253,,,,5.5987,5.2486,6.0598,5.6437,100,timed
97889eea40097070385170769c219cbf,,,,7.6509,6.9394,7.7793,7.5590,100,timed
97a871e1febc99c32b5744dbd658d2cd,,,,6.1947,5.6334,6.3403,6.1214,100,timed
980f15236179785b551c73fc8d6e984c,,,,4.6529,4.4891,5.2826,4.8228,100,timed
98f98be5d542c77409e1af4470782107,,,,7.0678,6.9304,7.7822,7.2083,100,timed
991320ea46fdc1457a1273cbf5aba759,,,,4.4117,4.2204,4.8773,4.5259,100,timed
9941441e03741eeff067d2631a108b88,,,,5.9370,5.3405,6.0544,5.8797,100,timed
99721afd3b8c087a8ca3ea7f28af83ae,,,,5.1832,4.7045,5.2213,5.1267,100,timed
997324d7135eecbf9adfaab28c82993a,,,,4.7777,4.2392,4.8893,4.6844,100,timed
999343ba2fa65de082920986f582ef16,,,,5.3069,5.0322,5.7934,5.4327,100,timed
9a00438f0896232e140bc6386da5795f,,,,5.7292,4.8815,6.1440,5.6301,100,timed
9a2b900056c9c0337a844227bd7e339b,,,,5.0620,4.4642,5.1615,5.0162,100,timed
9ab996abaf7c9b44d657088a4eca7052,,,,6.0482,5.4614,6.1345,5.9929,100,timed
9b42bbb2497a2f58dee903d289ec1d27,,,,5.2628,4.6655,5.3707,5.1813,100,timed
9be41c6cf6d0d5c24f123ede691165ec,,,,4.7132,4.1228,4.9655,4.5961,100,timed
9c9e127b5d94aaad1a511c080df7a376,,,,6.4955,5.8250,6.6093,6.3892,100,timed
9cbe27c0f0a34fbfa53c8f1ac14ecd75,,,,4.3115,3.7099,4.5202,4.2223,100,timed
9cdc8d7d74f726a82ca50f89f295d6d2,,,,3.8646,3.2862,3.9895,3.8038,100,timed
9cfdcd94e42e27e1c98ab7a399c632c0,,,,5.1730,4.5950,5.3478,5.0411,100,timed
9d6114a69e8dd4e9fd94a4135acefe34,,,,4.4588,3.8355,4.7947,4.4725,100,timed
9d6a3f721926eebbf2277acdf938b14f,,,,4.6524,4.5632,5.2060,4.8388,100,timed
9d945979a511db5b3a3bcf0e56ce77a5,,,,5.1884,4.5911,5.3506,5.1695,100,timed
9ddcb4352e76b30e81657979f9b9cbef,,,,5.1811,4.6391,5.3760,5.1655,100,timed
9df5740cb4c58ca0d0b39b00e06945c7,,,,4.1472,4.0970,4.6445,4.2043,100,timed
9e13d13f68bf5ce313b5847654d0f02b,,,,4.8494,4.2441,4.9821,4.7300,100,timed
9e6133c934fc1024fffdc13ab5bda45b,,,,4.3784,3.8119,4.8142,4.2423,100,timed
9f1b49c2d168104d28574ec7edb58dc3,,,,6.5092,5.8051,6.5818,6.4326,100,timed
9f217c636575306d3be9cb2f01eecb08,,,,3.3304,3.3047,3.3658,3.3358,100,timed
9f4f07e32195542677bd0acbba9cf3f4,,,,3.7379,3.6734,4.3451,3.9008,100,timed
9f5bc44b235f5109da1a85ae01eb0b08,,,,4.4852,3.9146,4.5505,4.3291,100,timed
9f8cbcb28eeffd2271d4e9d9452fc36c,,,,4.8244,4.2688,4.9921,4.7502,100,timed
9fbcfdba7eb6a45217da1a8c3fbb3b71,,,,4.2410,3.6772,4.3814,4.1121,100,timed
9fe1f5bd15d48e230a72cf36a3dba1ee,,,,4.9698,4.3088,5.2691,4.9389,100,timed
a07a490140e123780a8fee1688207e19,,,,6.6776,6.1328,6.8049,6.5241,100,timed
a14c891ee1d865dbc8a66b1bc3cada51,,,,6.6423,6.2309,6.7235,6.6000,100,timed
a173b2b7cef1a83d2f4b2c60100e202b,,,,6.1083,5.5687,6.1932,6.0646,100,timed
a1cab48052a76de2d82508410bd2761e,,,,6.6838,6.1467,6.8054,6.6389,100,timed
a2188a64504f13d0f5ad85a687d10743,,,,5.9820,5.4286,6.2401,5.9908,100,timed
a2193374d95ee8c3705d8c70065389e6,,,,4.1844,3.9660,4.6857,4.3181,100,timed
a220b0487ff7cbcd7d9b4a2bf689bee3,,,,4.8263,4.1614,4.9058,4.6865,100,timed
a293c4916be4760f28af550f784e4062,,,,6.9120,6.4536,7.0034,6.8731,100,timed
a29711f5a7d0a8ec8f2e53c6bddd7964,,,,5.0589,4.4300,5.3028,5.0346,100,timed
a2b1e16ff660f631ac8f510558f5e28e,,,,5.8169,5.2013,5.9168,5.7500,100,timed
a2dbe984c6a06f659e22503e830fc66b,,,,8.5783,8.1355,8.6675,8.5409,100,timed
a2ff048bbd10f06c03164c22f156a453,,,,4.5210,3.9410,4.9076,4.5132,100,timed
a321fcc724dcdd6974f64d546909b58e,,,,6.1579,5.5330,6.2865,6.0775,100,timed
a325d39cf3ac0ed2648abf7cc578e38f,,,,6.7894,6.1986,6.8704,6.7298,100,timed
a34528859efd28c7a2315dbd876f6678,,,,4.4107,4.3600,5.0707,4.5599,100,timed
a3712156fcf71d5eeb9df1c3a4ccb91c,,,,5.5815,5.0134,5.6500,5.4575,100,timed
a38ce90687a1f0d4d58ef9df300c4dc1,,,,4.7101,4.5480,5.2194,4.8729,100,timed
a45a0a1645289de5a6482c35ad9f185a,,,,5.3270,4.7390,5.4154,5.3540,100,timed
a4c71eaa7d0778c6a3ac2205e8ebe6f1,,,,5.3669,4.8156,5.4239,5.3047,100,timed
a4c830aaaa9d645e8a00e92c529e2611,,,,4.8020,4.6297,5.4019,5.0183,100,timed
a4e403d5785a95fc72191cff16a321a6,,,,4.3110,4.2528,4.9412,4.5363,100,timed
a618386c489b558ce5bd285d4ea793ec,,,,4.3844,4.2911,5.0503,4.5051,100,timed
a634db6c204329abc7ec9244526e4acf,,,,4.8108,4.4653,5.1769,4.8420,100,timed
a665b13021b69a2c84bbf3105c0cca37,,,,6.0766,5.5199,6.1766,6.0146,100,timed
a673e53e87c4c863a3129b8cb9ac5cda,,,,5.5722,5.0103,5.8081,5.4712,100,timed
a6953265167b76e2ecab4eb0afad6a3d,,,,5.6813,5.0529,5.7702,5.5958,100,timed
a69d0383a5e9bc079f0f1db3664d7445,,,,5.0479,4.4819,5.3686,5.0354,100,timed
a6a4c66cdd64789c73aae44ce88ee90d,,,,2.6413,2.5966,2.7095,2.6462,100,timed
a6aa499904b38cfc07eeb87621b614cb,,,,4.3908,4.3295,5.0591,4.5945,100,timed
a6e1161e28c87f691606f452cbd2625f,,,,4.5511,4.5085,5.1122,4.7226,100,timed
a6e84cf206a71c1940c740e786109d4f,,,,4.9527,4.3874,5.2356,4.8037,100,timed
a6fda1cd5df4a97f5f44e8fd7f0d922c,,,,5.8509,5.2453,5.9482,5.7607,100,timed
a704c75bbf81b843921b5ee8af791181,,,,3.8303,3.2716,3.9446,3.6928,100,timed
a71e4989d59440b14d17f2e51c4beb8e,,,,4.3318,4.0101,4.7709,4.3659,100,timed
a73457200f0d7383a3bcdd22415c0fca,,,,7.2765,7.1105,7.3683,7.2757,100,timed
a7566f2090f0f83d77330a8c572c6402,,,,4.4136,3.8718,4.7543,4.3488,100,timed
a7b12025cb9aadc5378a73cfb4146fd3,,,,4.1740,4.0921,4.3207,4.1878,100,timed
a81775712491499974b4c6823ba04672,,,,4.7905,4.2348,4.8359,4.6999,100,timed
a86dde299f89b29f81573ed9e5a93999,,,,5.0077,4.4505,5.1112,4.9270,100,timed
a86e838c989993e8e6f2faba34610935,,,,5.7490,5.2253,6.0036,5.7266,100,timed
aa04a8cf3948a0eda70280b9e015e896,,,,5.2468,4.6805,5.3310,5.1848,100,timed
aa665d5ca55829b9ddd3a4d1c360a87b,,,,6.9002,6.2718,7.0270,6.8490,100,timed
aa772a6fabdf214d071700d5de36eaac,,,,5.9114,5.3015,6.0442,5.8537,100,timed
aa7b0f3ebe30e40cce3f0273b083e7c3,,,,6.3159,5.6483,6.4160,6.2243,100,timed
aa82800062a6de72d4c1152154fedcbf,,,,4.8142,4.1948,4.8774,4.7230,100,timed
ab4515814f7cbfdd3c0731a979042b7f,,,,5.5463,4.9228,5.6343,5.4416,100,timed
ab5eb5f1bbe888a3f8ac13fdb600675d,,,,5.5600,5.0054,5.6567,5.4682,100,timed
abbb229f6d99fca2894a8bf159d9ec19,,,,5.5051,4.8420,5.9829,5.4769,100,timed
abc4a96cad7cbefd12e365f184cad2c5,,,,5.8266,5.1878,5.9869,5.7527,100,timed
abdf715e664f53708e379d1e10ab09d2,,,,6.8727,6.2152,6.9807,6.7154,100,timed
ac9bd0e2514c031187b612db767fb038,,,,2.2447,2.2099,2.2878,2.2474,100,timed
accc89fbbf20834663bf78d836746304,,,,2.5245,2.4617,2.5946,2.5285,100,timed
acfbc2d7cbf5a89feb83c156c81ae4e5,,,,6.0740,5.9935,6.6642,6.1875,100,timed
ad2890a0514518c4ad5823cafa7c77ee,,,,5.2227,4.5429,5.3837,5.1192,100,timed
adb0222a55502bc995c9423c5a6a81c7,,,,4.3898,3.6432,4.9193,4.3340,100,timed
adf5ea752a5c97d75deb8456afa39921,,,,4.5631,3.8610,4.7981,4.4241,100,timed
ae64022f9eb4d711b7a641ae08009269,,,,4.4832,3.9608,4.6892,4.4426,100,timed
ae8226a2141935fa6950cecd98eaa005,,,,5.2535,4.6777,5.3639,5.1710,100,timed
aed6c55f69f51f50a3ccaccfc9671bba,,,,3.8729,3.7835,4.5123,3.9834,100,timed
af5a3a68e1353171ac670fe843660132,,,,7.3380,6.7120,7.4165,7.2787,100,timed
af92509333e1f98b963251ce6f2011e3,,,,5.3857,4.9224,5.4668,5.3295,100,timed
afbae1c035782c5f51f7542247d99794,,,,5.3264,4.7773,5.4032,5.1541,100,timed
b03f7cb52ec8640a3b4f171a735d482e,,,,5.1275,4.6739,5.2230,5.1089,100,timed
b0af3f069c5cb289a89d7bccd621845e,,,,6.4954,5.8881,6.5741,6.3531,100,timed
b1075acb15c1416eb97ad6607cef4f3b,,,,5.3860,4.8139,5.5321,5.3467,100,timed
b11ebfad8525cd6f388d1c36eb981a68,,,,4.8968,4.3773,5.0259,4.7495,100,timed
b1e8588a4ddc7cdc703046d9c4bf5403,,,,3.9423,3.3059,4.0261,3.8788,100,timed
b2ad69553f55d4963afbb50157f215c2,,,,5.3866,4.7754,5.5151,5.1995,100,timed
b2dc755e6163fdadfaf1a20f11ede4f7,,,,4.7321,4.1875,4.9473,4.7036,100,timed
b31a306fb738bf434a7a637c9ffe68ba,,,,3.2039,2.5946,3.3325,3.0069,100,timed
b323da5c45643e9c967a0546dc939764,,,,3.8274,3.3180,4.0036,3.8043,100,timed
b34c0272bee36b6fbd2971734b2e0a63,,,,4.1628,4.1047,4.8335,4.3916,100,timed
b372fb0e24b1511b7805d1d6bd1c78c6,,,,5.1197,4.6171,5.2939,4.9767,100,timed
b3dc79507d0bd5a4b0915ba165376fbf,,,,4.4126,4.3416,5.0147,4.6010,100,timed
b436a6e7730396404984f0775bdbdbc9,,,,4.5285,3.9619,4.5845,4.4306,100,timed
b49ac8c578b4561d79ac7087988f1c61,,,,2.0947,2.0298,2.1534,2.1017,100,timed
b4c0b02c5dcd1b49a7b47be99a3e0fda,,,,5.1450,4.5703,5.2064,5.0546,100,timed
b4ed20daca47eccf1852b226911a394f,,,,4.3082,4.2476,4.8415,4.4802,100,timed
b59d40920fd59f2b76a8ae0c5504085c,,,,4.9231,4.6768,5.2776,5.0011,100,timed
b5a93d6f54b779f0fa99b243466bacea,,,,7.7170,7.0110,7.7996,7.6488,100,timed
