hash,params,coral_latency_ms,coral_offchip_bytes,gpu_latency_ms_median,gpu_latency_ms_min,gpu_latency_ms_p95,gpu_latency_ms_mean,gpu_n_timed,provider,status
2ac790ea15872d689a7c1dde78d435fd,13153674,12.9477,5452595,2.3402,2.1246,3.9678,2.5786,100,CUDAExecutionProvider,timed
2af739975919c70aeb3220cf342a675e,3853194,1.1196,0,1.3691,1.2350,2.7156,1.6004,100,CUDAExecutionProvider,timed
2b1027320feb50ac8ec9666faecc71d5,4301142,1.5581,0,3.3087,2.9683,5.6425,3.7174,100,CUDAExecutionProvider,timed
2b793391542d1c3feb8480612fe8f236,4269706,1.0655,0,2.0621,1.8624,3.8456,2.3557,100,CUDAExecutionProvider,timed
2b92baf1c73cd1db1bc4ef791da1bfa5,19489162,26.9622,11534336,2.7639,2.5486,4.3722,2.9861,100,CUDAExecutionProvider,timed
2bbd45993be265cb509161b6d75c8d92,14032778,14.9820,6270484,2.8694,2.6142,4.8245,3.1674,100,CUDAExecutionProvider,timed
2bf548699570ea68a4cd1b967cd088d5,6510218,1.6158,0,2.6177,2.3718,4.3794,2.9104,100,CUDAExecutionProvider,timed
2c6d2b337e4e88e1b95b956eeb25a765,6246794,1.5851,0,2.5736,2.3476,4.0760,2.8613,100,CUDAExecutionProvider,timed
2c751a7023a29f5c4e0b9d47e3db010d,2118026,1.0123,0,1.9521,1.7507,3.7739,2.2080,100,CUDAExecutionProvider,timed
2c8251c708c98122e003a8b7e6e1b7cc,19489162,26.9267,11691622,2.3099,2.1691,3.6137,2.5302,100,CUDAExecutionProvider,timed
2ce34fada9900cdbd52a7d113f4b7055,1577512,0.9628,0,3.1297,2.2762,4.9912,3.2852,100,CUDAExecutionProvider,timed
2d28553a81331f53056dd92d99c4f169,658477,0.8094,0,2.5557,2.2395,4.6562,2.8239,100,CUDAExecutionProvider,timed
2d5413cb4137167fcd3dbfc48f88367f,2767014,1.1037,0,3.0638,2.6368,5.2564,3.4095,100,CUDAExecutionProvider,timed
2d91b76965365cc40770e11ff78762cb,21411210,31.5003,13641973,3.3528,3.1398,4.6770,3.5533,100,CUDAExecutionProvider,timed
2e3850a1615f1146eb28fc4849aec8ee,8398474,2.3381,566784,2.6266,2.3242,4.2892,2.8830,100,CUDAExecutionProvider,timed
2e4bceda92325ada53fd79c859247925,712074,0.7481,0,1.1184,1.0219,2.0199,1.3102,100,CUDAExecutionProvider,timed
2e7117d2db43f73aa5f0c11b31d551ca,7871626,1.8326,0,2.6002,2.3584,4.2970,2.8535,100,CUDAExecutionProvider,timed
2ea7c78ede3d80e4b444cefca490d9d3,2903390,1.1442,0,3.4629,2.8422,5.1712,3.6984,100,CUDAExecutionProvider,timed
2ebda12d9d5ec14d5f1aaca1f53ef203,5631114,1.2021,0,1.8447,1.6793,3.0199,2.0345,100,CUDAExecutionProvider,timed
2ee627980d8e573758a45c6b555c2853,1464385,0.9503,0,2.7592,2.2250,4.4514,2.9913,100,CUDAExecutionProvider,timed
2f04860e35acafe5d543b959bebdf83a,12274570,10.7853,4487905,2.0543,1.9306,3.5670,2.2668,100,CUDAExecutionProvider,timed
2f0e3ffd9e4576589b4a0a21bf2bf01d,2974090,0.8655,0,1.0268,0.9331,1.7933,1.1425,100,CUDAExecutionProvider,timed
2f15ccd4bd9b45cb3ad9ecee049305d4,7871626,1.8199,23040,2.4906,2.2100,4.1221,2.7723,100,CUDAExecutionProvider,timed
2f416b94decca6f4924fa1c57ac92695,1238922,0.7499,0,1.4948,1.2819,2.8413,1.7526,100,CUDAExecutionProvider,timed
2f46c9d2f1cff176f34a2295c49822bc,3039882,0.7736,0,1.1975,1.1067,2.8458,1.4171,100,CUDAExecutionProvider,timed
30076d2dd87fd2d84f81d0e03f377c05,5983370,1.3504,0,2.1333,1.9313,3.8152,2.4321,100,CUDAExecutionProvider,timed
313736e5b054727569cd58208e87ba83,2908985,1.1424,0,3.2200,2.7764,5.1004,3.5109,100,CUDAExecutionProvider,timed
316e8d8502dc03f3796a24a53138df45,8135050,1.9337,166400,2.6700,2.4218,4.6124,3.0200,100,CUDAExecutionProvider,timed
316eef4bcc20e9a3f7ca6f32b4600e58,6246794,1.6323,0,3.0695,2.3483,4.7808,3.2914,100,CUDAExecutionProvider,timed
3188d3640055b5804e05ae706718379f,4006282,1.2223,0,2.1650,1.9279,3.8397,2.4260,100,CUDAExecutionProvider,timed
31d1039b23e8e5454fcc96406b9c94e5,1151626,0.6765,0,1.2272,1.0822,2.3401,1.4093,100,CUDAExecutionProvider,timed
31ea6f9a914eea7927d80d4574acdf7a,3517519,1.2859,0,3.3211,2.9331,5.3937,3.6444,100,CUDAExecutionProvider,timed
32195ce3cf7d3a6fbae3ad82cffb5bc3,1860143,1.0235,0,2.9899,2.5867,5.0866,3.3033,100,CUDAExecutionProvider,timed
3283061ebb976602b31602ffe86eef8b,11231626,8.3970,3428843,1.6602,1.5536,2.7156,1.7927,100,CUDAExecutionProvider,timed
32901a6e3614f2ee9c380c73c1866fef,22454154,33.6660,14680064,3.1561,2.9400,4.6289,3.3889,100,CUDAExecutionProvider,timed
32b26a4044bf082b0ad80f5dad618d76,11231626,8.3214,3428843,1.7337,1.5933,3.0684,1.8958,100,CUDAExecutionProvider,timed
32c96c20bcb45d11e569ec63a3aafb3d,5631114,1.1770,0,1.8440,1.6484,3.1950,2.0433,100,CUDAExecutionProvider,timed
32d110bdebe97a3ff14e41a19bc5c49b,14196618,15.0280,6322913,2.6120,2.4388,4.2177,2.8563,100,CUDAExecutionProvider,timed
32d94cb57e0ea110e7a28555bdcacf71,6070666,1.5193,0,2.4581,2.1774,4.4064,2.8182,100,CUDAExecutionProvider,timed
33704b07a5a9057ba5b18f1cc2709d14,2381450,1.0108,0,2.0894,1.9255,3.8049,2.3452,100,CUDAExecutionProvider,timed
33c3a6e65de0802b77577b5416b38e14,8135050,1.8410,166400,2.7254,2.3918,4.6319,2.9700,100,CUDAExecutionProvider,timed
33de711d058769a9bc82740ea963bfe7,2457078,1.1119,0,3.3100,2.7173,4.8735,3.5232,100,CUDAExecutionProvider,timed
33e306159a60bba2d574ffc5f4ed7f14,5104266,1.4761,0,1.9582,1.8055,3.4986,2.1749,100,CUDAExecutionProvider,timed
3407944b22d4b1d0cccbd8e070424ce4,3039882,0.7648,0,1.1881,1.0733,2.2876,1.3517,100,CUDAExecutionProvider,timed
348b466a1cc13ad6e0e173b8a1820952,21247370,30.7853,13306429,3.1648,2.9749,4.8124,3.3888,100,CUDAExecutionProvider,timed
355f27a4725363f68c8f1a88fc0f8baf,4798090,1.5485,0,2.5071,2.1646,4.3366,2.8443,100,CUDAExecutionProvider,timed
35a1b276de7c14a843ca0fa06cb1366b,1678474,0.9985,0,1.8336,1.6844,3.1734,2.0651,100,CUDAExecutionProvider,timed
37b9119d970b5fed20e62a2cda96a096,14032778,14.9908,6270484,2.9159,2.6542,4.5635,3.1473,100,CUDAExecutionProvider,timed
3815e523ba8e903fe12d81ee2b05a41a,3742858,1.2937,0,2.1539,1.9181,4.0585,2.4718,100,CUDAExecutionProvider,timed
3835552b2806f980e414bef37786ea06,10188682,6.1156,2380267,1.4181,1.3274,2.3573,1.5557,100,CUDAExecutionProvider,timed
38da11ee56783f9cff5ecdfa0607cbad,1591178,1.0575,0,1.6094,1.4290,2.8762,1.7888,100,CUDAExecutionProvider,timed
39c4afd24c18527c27e3bd4920c0187c,3479434,1.3146,0,2.0710,1.8204,3.8564,2.3306,100,CUDAExecutionProvider,timed
3a16795828f528947e1a784bab36b74c,3566730,1.0005,0,1.7819,1.6013,3.2804,2.0529,100,CUDAExecutionProvider,timed
3a84e0ad7980f716eeacf15919b262be,4709258,1.2346,0,2.4154,2.2158,4.4182,2.7649,100,CUDAExecutionProvider,timed
3b8de24e123911da1bdbd359ebca2030,10188682,6.5695,2380267,2.1606,1.9966,3.5727,2.3996,100,CUDAExecutionProvider,timed
3bb5cbe9ee50ea47f1b9d9ef8c375db9,13153674,12.7859,5211422,2.7117,2.5155,4.4305,3.0127,100,CUDAExecutionProvider,timed
3bf3515c1fe4fc15a90822afb65853f5,5631114,1.4294,0,2.2175,2.0265,4.1147,2.4673,100,CUDAExecutionProvider,timed
3bfbab79666f791d23507ee92932400f,5807242,1.3753,0,2.0909,1.9506,3.6903,2.3648,100,CUDAExecutionProvider,timed
3c2c0a28728a8b319c56a49cc6e7be5b,2485021,1.1197,0,3.0001,2.6159,5.1098,3.3109,100,CUDAExecutionProvider,timed
3c4e6cc9b3878772e7890b13b2c3e747,2974090,1.4011,0,1.4532,1.2793,2.4007,1.6412,100,CUDAExecutionProvider,timed
3c61acace9ccb5c8d09d3993a4535e1a,12274570,10.8855,4487905,2.3384,2.1141,4.0923,2.6852,100,CUDAExecutionProvider,timed
3cbfa9553b6dc916464f5015bf8b3ca0,1577512,0.9453,0,2.8120,2.4542,4.8128,3.0566,100,CUDAExecutionProvider,timed
3d1d7f2bdc5edf724b40a350b2812bd8,3643474,1.2663,0,3.3591,2.9717,5.5353,3.6826,100,CUDAExecutionProvider,timed
3d2007d30a4f4e8292f10aef473b932c,3479434,1.3812,0,2.0541,1.8436,4.0041,2.3820,100,CUDAExecutionProvider,timed
3d56eb4a9e0b99ca34a1aa7813c36aad,10462858,6.6508,2631925,2.9877,2.7398,4.8773,3.2854,100,CUDAExecutionProvider,timed
3d5ab02fa567075caaba24957442fc46,15075722,16.7365,7151288,2.7533,2.5669,4.4859,3.0152,100,CUDAExecutionProvider,timed
3da7fc84de81ce81a990dc70de00cdad,2327334,1.3089,0,2.9449,2.5429,5.0180,3.2578,100,CUDAExecutionProvider,timed
3db7e20184e417b4eb1718c5846356a6,1151626,0.6694,0,1.2062,1.1228,2.1291,1.3535,100,CUDAExecutionProvider,timed
3dfde7715e83171f316625f00772ea23,539419,0.8324,0,2.3926,2.1711,4.3255,2.6699,100,CUDAExecutionProvider,timed
3e6c1688fb2a00a3dc08d0ac7a6dc961,13153674,12.9732,5379194,2.6627,2.4742,4.2621,2.9339,100,CUDAExecutionProvider,timed
3e8667d46a04ea4dc10417bab3bf1a7a,3819435,1.3386,0,3.6086,3.1498,5.5526,3.9312,100,CUDAExecutionProvider,timed
3eb1860d00ce75987821bd9488f62779,3812076,1.3293,0,3.6309,3.1874,5.8378,4.0018,100,CUDAExecutionProvider,timed
3ef49efe0e4a2a933c3ea7e495840b20,1415050,0.8950,0,1.6392,1.4933,3.1402,1.8906,100,CUDAExecutionProvider,timed
3efc34735e14b14fe5d6fb52c9578b76,3303306,1.1503,0,1.9019,1.7207,3.4223,2.1219,100,CUDAExecutionProvider,timed
3f12fe5fc66531a4617e1286321e2da8,3742858,1.2263,0,2.1048,1.8858,3.7292,2.3478,100,CUDAExecutionProvider,timed
3f8f4dab056c62a53293c2db104f73e8,1830436,1.1994,0,2.8930,2.4031,5.0157,3.1560,100,CUDAExecutionProvider,timed
3fe26428539ebec46fefa9988bc37a1e,13153674,12.4614,5200936,2.2644,2.0738,3.7783,2.5168,100,CUDAExecutionProvider,timed
3fed381ef6b74478bf55bbd53294ff73,22454154,33.7164,14648606,3.4939,3.2333,4.9679,3.7179,100,CUDAExecutionProvider,timed
40c30309ae39ffbe1f8abf6756e287f7,1458454,0.9899,0,2.5937,2.2688,4.5467,2.9259,100,CUDAExecutionProvider,timed
41175f66e2794653da6a4d874950ac0d,6510218,1.6589,0,2.4627,2.2210,4.1315,2.6956,100,CUDAExecutionProvider,timed
41d209a4137cdf29810fb5394ee2a325,4621962,1.4204,0,2.3982,2.0941,4.0435,2.6901,100,CUDAExecutionProvider,timed
422c2aa08f255776b5b5c9bcc1ac0670,10188682,6.5130,2380267,1.9841,1.8360,3.3169,2.1557,100,CUDAExecutionProvider,timed
4245cf188529ab9dfb9f6ed42cf166fd,13317514,12.9151,5368709,2.4222,2.2509,3.9144,2.6449,100,CUDAExecutionProvider,timed
4331dcea84aac5eee8903a76697406c3,3853194,1.1357,0,1.3751,1.2283,2.9001,1.5715,100,CUDAExecutionProvider,timed
434730abe97b96cec671a5ca2f9be8d7,3820440,1.5869,0,3.4779,3.0081,5.5246,3.8390,100,CUDAExecutionProvider,timed
43fc3bf243c6371bfcc4e94173803ba0,712074,0.6519,0,1.0122,0.8981,1.9057,1.1622,100,CUDAExecutionProvider,timed
440eb0e6a2a15d43b7de88aa18e60432,2788239,1.1775,0,3.0793,2.6871,4.9225,3.3743,100,CUDAExecutionProvider,timed
44bad87ab79a3a52454df027b78239d6,13317514,13.1133,5431623,2.5441,2.4099,4.0703,2.7866,100,CUDAExecutionProvider,timed
44c687c7c21a75a7cfa0bceebafe1853,1870367,0.9430,0,2.7664,2.3360,4.6858,3.0476,100,CUDAExecutionProvider,timed
451cb41d3d50e2e07e18f4ff81009276,4358538,1.4915,0,2.2671,2.0705,4.1212,2.5804,100,CUDAExecutionProvider,timed
4531192adce55781b30058b1472f145c,6246794,1.5992,0,2.3189,2.0818,3.8064,2.5593,100,CUDAExecutionProvider,timed
4539a8d847669b9fe87e6dfea93fd83c,5894538,1.3338,0,2.1278,1.9512,3.9279,2.4243,100,CUDAExecutionProvider,timed
470e00408601e3cc9760a6f80b47fbfa,2503003,1.1042,0,2.8408,2.5808,4.6251,3.1533,100,CUDAExecutionProvider,timed
471546730eff6ba24d163061e4029d13,3853194,0.9853,0,1.2837,1.1029,2.4962,1.4772,100,CUDAExecutionProvider,timed
4715b7a3caf0b875712a6881af9cbc44,3776038,1.4579,0,3.5181,3.0522,5.4149,3.8517,100,CUDAExecutionProvider,timed
47bb419c2869c624c3d65fd16d87e5be,1931146,0.8576,0,0.9658,0.8318,1.9550,1.1197,100,CUDAExecutionProvider,timed
47be656fde01f5f12561adb8ffed2abf,3039882,1.2891,0,1.8240,1.6227,3.6373,2.0927,100,CUDAExecutionProvider,timed
47fb5adadfc9f8a75e3de789f7591943,3853194,0.9755,0,1.2590,1.1140,2.1976,1.4311,100,CUDAExecutionProvider,timed
485943408e2aa972c421eee9a185d7fa,2974090,0.8574,0,1.0447,0.9462,1.9839,1.2215,100,CUDAExecutionProvider,timed
488f9cf59231ef9cfe99a8a167ebab52,32469898,56.1062,24725422,4.6459,4.2411,6.7966,4.9402,100,CUDAExecutionProvider,timed
48dd2a7fd5946b035b67d230341f3116,2974090,1.6433,0,1.5927,1.4468,2.8140,1.7950,100,CUDAExecutionProvider,timed
48e107ec5174c8c8d943f9e2f43164b1,11067786,8.4231,3271557,2.3799,2.2043,4.1387,2.5873,100,CUDAExecutionProvider,timed
48ee5a1f9886effef4616eb2e3e573cd,38090122,68.5651,30272389,4.4750,4.2284,6.3353,4.7559,100,CUDAExecutionProvider,timed
499a1e154e7a374f942c6b492a5e57ea,3830154,1.1308,0,2.0250,1.8830,3.7759,2.3104,100,CUDAExecutionProvider,timed
49a9d8dfd3aec23d3272a62ec606532b,12110730,10.5745,4278190,2.2373,2.0734,3.6714,2.4218,100,CUDAExecutionProvider,timed
49c8ac2ed4a5e22d332c0e01bc348826,2490952,1.1174,0,3.1125,2.6756,5.0982,3.3669,100,CUDAExecutionProvider,timed
49e68103df3021497b81b9a09cdba13e,7125898,1.7826,0,2.8419,2.4926,4.3006,3.0655,100,CUDAExecutionProvider,timed
4ab922c1cec7a01d4d87a674e10c731c,8574602,2.6281,660992,2.9274,2.6008,4.9970,3.2096,100,CUDAExecutionProvider,timed
4b2cfa4209f065e2da6757ce46c0b8e5,3566730,1.0062,0,1.7371,1.5783,3.1746,1.9741,100,CUDAExecutionProvider,timed
4b7e61372913b6f62f3d30bf58b730b2,540196,0.7858,0,2.3574,2.0910,4.0312,2.5879,100,CUDAExecutionProvider,timed
4bdd9640c37f761d912bd5275b0f71df,3742858,1.2894,0,2.0978,1.9092,3.7309,2.4201,100,CUDAExecutionProvider,timed
4c2e6efcd3e63a170f3e3f358d9fea84,9014154,3.3768,1059061,2.8511,2.6453,4.6966,3.1616,100,CUDAExecutionProvider,timed
4c5eaba938e815cbd108047cd8607dea,4006282,1.2067,0,2.1158,1.9163,3.9141,2.4118,100,CUDAExecutionProvider,timed
4c96c71603c5fff4da5c01a29484d3be,3566730,1.0594,0,1.8283,1.6004,3.1111,2.0387,100,CUDAExecutionProvider,timed
4cff275248015389b0a83c646c4599cf,3039882,1.1109,0,1.6217,1.4175,2.8997,1.8593,100,CUDAExecutionProvider,timed
4d123b5ce85ac27b72d93983dacbbfd7,3742858,1.2436,0,2.1161,1.9148,3.8714,2.4021,100,CUDAExecutionProvider,timed
4d31877fefc56fa91d38adfb5bd451ae,4885386,1.3140,0,2.2873,2.0623,4.0162,2.5691,100,CUDAExecutionProvider,timed
4dcf4a63d8bae4c0f299cad53b7129a1,1873308,0.7750,0,2.4065,2.1296,4.4757,2.7039,100,CUDAExecutionProvider,timed
4df77cc17c3da268de7f2566927bcf22,22617994,33.9517,14816378,3.1745,2.9680,5.0030,3.3999,100,CUDAExecutionProvider,timed
4e1268021f7b3b4b8c5d2a78d7fd158a,1767306,1.8381,0,1.7499,1.5733,2.8800,1.9349,100,CUDAExecutionProvider,timed
4e67963454ee05f080ee6e8d44c018df,3479434,0.9915,0,1.7194,1.5478,2.8629,1.8832,100,CUDAExecutionProvider,timed
4e6cf515798f35616a83b2c39d10d251,20532106,29.1517,12582912,2.9613,2.7725,4.4937,3.2199,100,CUDAExecutionProvider,timed
4e9072c02fe6511295d0dbe82c74e989,1750146,0.7964,0,2.2508,2.0083,4.1387,2.5161,100,CUDAExecutionProvider,timed
4eb779285481e2feb4ab6f42f3d72f66,1989425,1.0148,0,3.1259,2.5979,5.2095,3.4050,100,CUDAExecutionProvider,timed
4f7d4443b757430e60f9292b63df6e5d,4445834,1.3630,0,2.2754,1.9421,3.5960,2.4424,100,CUDAExecutionProvider,timed
4f95133d98f72f4dc5e6e2b7b702df89,29668746,49.8688,21852323,3.5308,3.3015,5.1282,3.7612,100,CUDAExecutionProvider,timed
4f990320c51592a8f706c332104cdf90,3479434,1.2529,0,2.0175,1.7272,3.6358,2.3036,100,CUDAExecutionProvider,timed
4fc3d6e5c1f40c7a79e1a79a7b780711,23497098,35.7673,15697182,3.2609,3.0332,4.8189,3.4983,100,CUDAExecutionProvider,timed
500b6b24be5e01566f7a24a1b3ddbf99,5631114,1.3917,0,2.0853,1.9001,3.5382,2.3203,100,CUDAExecutionProvider,timed
5013d4898aaba30673c3858589091b4f,946570,0.7294,0,1.7035,1.4299,3.3232,1.8797,100,CUDAExecutionProvider,timed
505d88dc866b52e996d5300ed816617a,10188682,6.2354,2222981,2.0887,1.8757,3.5772,2.2941,100,CUDAExecutionProvider,timed
507470799f20b52f2c7a78723798b295,1742135,1.0454,0,2.7576,2.3975,5.0411,3.0990,100,CUDAExecutionProvider,timed
50828655ed13926493ba6a7b7f2b881b,2997130,1.2013,0,2.3135,2.0758,4.1214,2.6779,100,CUDAExecutionProvider,timed
50b4318c3a5eb399616907d00178e258,4006282,1.1125,0,2.0393,1.8573,3.7957,2.3148,100,CUDAExecutionProvider,timed
50f547237914d4118edd8914803ddbdc,6686346,1.7818,0,2.5877,2.3101,4.5170,2.9462,100,CUDAExecutionProvider,timed
511350affb749c780443198c522714ce,2782644,1.0731,0,2.9477,2.6361,4.9332,3.2968,100,CUDAExecutionProvider,timed
512cd9a356825574885d92ab58846b0a,3479434,1.3037,0,2.0445,1.8720,3.7050,2.3577,100,CUDAExecutionProvider,timed
51832d14df0d1d5b0ef56dceeb63cae5,22454154,33.5442,14522777,3.4667,3.2656,5.2143,3.7335,100,CUDAExecutionProvider,timed
51b5087165761c8bfe1dabd2d96c8e99,5894538,1.3812,0,2.3821,2.0754,4.0355,2.6399,100,CUDAExecutionProvider,timed
51b99f4f4cc6fcf0efc37add54f2f0e8,10638986,6.9669,2810183,2.9112,2.5780,4.7462,3.2231,100,CUDAExecutionProvider,timed
51ce526bef6a9a315c57ba584090b5d5,12110730,10.5785,4330618,2.3207,2.1454,3.9036,2.5564,100,CUDAExecutionProvider,timed
5298f5d306fd2e28bdf51009b4366933,5104266,1.1586,0,1.7853,1.4488,3.0267,2.0461,100,CUDAExecutionProvider,timed
529d37700ebe8ec1fc1bf204acaf424f,19489162,26.7589,11534336,2.4591,2.3149,3.5114,2.6769,100,CUDAExecutionProvider,timed
534f2002efc14247307c7dcc2ca55b32,5367690,1.3834,0,2.0053,1.8223,3.8085,2.2697,100,CUDAExecutionProvider,timed
53c2caa74426879d33f892af2b4149c3,30547850,51.5125,22607298,4.2538,3.8830,5.9321,4.5415,100,CUDAExecutionProvider,timed
53cee42601ad14d661bb6878031d6acb,888202,0.5445,0,0.6018,0.5291,0.9235,0.6591,100,CUDAExecutionProvider,timed
53f7747ecbe727ed4076735b503cb096,1753661,1.0326,0,2.8738,2.3325,4.9545,3.1759,100,CUDAExecutionProvider,timed
541fbc2bb9feabe7a972db79effde24c,38090122,68.7221,30314332,4.2478,4.0308,5.6587,4.4675,100,CUDAExecutionProvider,timed
5498ba534c256c9d086596e2b51cf170,3216010,0.9713,0,1.5026,1.3894,2.6556,1.6732,100,CUDAExecutionProvider,timed
54a607b5218c9982eb559f253f6978fb,20532106,29.4096,12708741,2.6858,2.5267,4.2394,2.9332,100,CUDAExecutionProvider,timed
54cbad9f4badfda552f47b5c8aad5137,3479434,1.1923,0,1.9172,1.7189,3.3585,2.1929,100,CUDAExecutionProvider,timed
5560a0022cd242a55df856129ca05f31,6686346,1.7209,0,2.6501,2.3799,4.4219,2.9756,100,CUDAExecutionProvider,timed
5571641268b26e2ff4f407605937d677,28789642,48.0414,21002977,3.6260,3.4335,5.2581,3.9266,100,CUDAExecutionProvider,timed
559021065a4066ca9f7a7137f3aa017d,10199434,6.2658,2359296,2.9562,2.6642,5.0220,3.3321,100,CUDAExecutionProvider,timed
56843fa944df2c025589ae799312fe60,3303306,1.2148,0,1.8831,1.7217,3.5264,2.1886,100,CUDAExecutionProvider,timed
568446f229ee474d96cb431de0fe1095,6070666,1.3440,0,2.1936,1.9603,3.8944,2.4924,100,CUDAExecutionProvider,timed
56b35f46f583628838463ac1439bcd7e,6070666,1.3940,0,2.3046,2.0855,4.2098,2.6012,100,CUDAExecutionProvider,timed
56d2a3860a876620dc350349b3bc369a,2898236,1.1598,0,3.3356,2.8477,5.4475,3.6757,100,CUDAExecutionProvider,timed
57468b7c4dd6508014213945941ccac7,2893944,1.1533,0,3.3441,2.8365,5.2847,3.6397,100,CUDAExecutionProvider,timed
57c7dedb40b94aab13305268fd0327d7,3918986,1.3443,0,2.1715,2.0174,3.8863,2.4873,100,CUDAExecutionProvider,timed
58c8f040b84f617501dea6f4ab582479,5939082,1.6584,0,2.0834,1.8877,3.7148,2.3252,100,CUDAExecutionProvider,timed
59c079a6b83ce37e682105a135eca195,13153674,12.5344,5200936,2.4360,2.1549,3.8175,2.7080,100,CUDAExecutionProvider,timed
59d9ed3046cd87a504fcb05d916f6af8,31754634,54.2984,23959961,4.1513,3.8479,5.8446,4.4627,100,CUDAExecutionProvider,timed
5c5e966af0655bb6e4798ffebaa6e9d3,7697290,1.9958,0,2.5323,2.2539,4.3656,2.8113,100,CUDAExecutionProvider,timed
5c634822c6a87824df00040e36f54d1e,5631114,1.3861,0,2.1110,1.9447,3.6883,2.3411,100,CUDAExecutionProvider,timed
5d4190fd89bb23037c68bfde193c77bf,9014154,3.2757,1059061,2.8914,2.5453,4.7674,3.2222,100,CUDAExecutionProvider,timed
5d7ea49c05cb125979613e066e3dbe9c,3216010,1.2920,0,1.8247,1.6975,3.5523,2.1090,100,CUDAExecutionProvider,timed
5dca441cabeb96bd96af5c8dc540e3b1,2780880,1.1760,0,3.2222,2.7830,5.1012,3.5069,100,CUDAExecutionProvider,timed
5df59f7f6a28ec02e4cd0bb73cc5729c,3035601,1.1591,0,3.2393,2.8424,5.4504,3.5807,100,CUDAExecutionProvider,timed
5e11a5dd66f2fe5785675625e3df818a,3410512,1.3142,0,3.3074,2.8903,5.4862,3.5561,100,CUDAExecutionProvider,timed
5e464b4fec4ea5de037a5430b21532dd,19489162,27.1492,11765022,2.4150,2.2974,3.7825,2.6213,100,CUDAExecutionProvider,timed
5e95e5c6fd2546091f15faf89354d6c4,3742858,1.1917,0,2.0368,1.7815,3.5129,2.2612,100,CUDAExecutionProvider,timed
5ecdf1aa778267ee20e1467d932faa71,3655562,1.3798,0,2.2065,1.9767,3.6804,2.4264,100,CUDAExecutionProvider,timed
5f14db94a47a90dd37d9f6793bdf2dc3,38969226,70.6556,31163678,4.6422,4.3603,6.4242,4.9367,100,CUDAExecutionProvider,timed
5f628d0626df3c905f6aa68ee314c98a,22454154,33.3412,14575206,3.1692,2.9703,5.1731,3.4130,100,CUDAExecutionProvider,timed
5f6cf7842957b50ed1ec456ec450592a,13153674,12.6154,5211422,2.7217,2.5459,4.4410,3.0116,100,CUDAExecutionProvider,timed
5f947e32909f65677cfeed1e5b4c861e,2780228,1.1299,0,3.2454,2.8133,5.4005,3.5257,100,CUDAExecutionProvider,timed
6047adcded92b5d8126a9cc34054624b,20532106,29.2132,12698255,2.3964,2.2614,3.6454,2.6163,100,CUDAExecutionProvider,timed
6064491c87b641562dd0291d38f6f1b3,2621011,1.0457,0,2.9070,2.4606,4.7543,3.1550,100,CUDAExecutionProvider,timed
606f15037b5bd4d79ace4200792b95cf,6070666,1.5049,0,2.4588,2.2052,4.2348,2.7730,100,CUDAExecutionProvider,timed
6121a9c53be4670899be1b8e2d6917f3,10188682,6.3442,2453667,1.6023,1.4989,2.8870,1.8058,100,CUDAExecutionProvider,timed
612d407648614f6d21d541c24f856df6,6949770,1.6904,0,2.8178,2.4137,4.5700,3.1551,100,CUDAExecutionProvider,timed
61ef98af9a58bd3bda7abab8e83cb7be,8135050,1.8726,166400,2.6614,2.4274,4.4773,2.9506,100,CUDAExecutionProvider,timed
6236f0cf8574d9b0a3866e636b9f1915,15075722,16.9601,7214202,2.8447,2.6037,4.4912,3.1163,100,CUDAExecutionProvider,timed
626d264142ff0a011c9d1a5cac11b109,2271418,1.0746,0,3.1177,2.7321,4.8778,3.3995,100,CUDAExecutionProvider,timed
628526cec91609b8097d3013ceb767c7,8135050,1.8629,166400,2.6571,2.4550,4.8054,3.0014,100,CUDAExecutionProvider,timed
6367d1292d5085b2c68ed7c27f97928a,4006282,1.2605,0,2.1402,1.9564,3.7686,2.4161,100,CUDAExecutionProvider,timed
6426e2a1f853bb8ade10ee7588a54730,3742858,1.2949,0,2.1196,1.8721,3.5167,2.3318,100,CUDAExecutionProvider,timed
6463dec236838bad09900bdd64ef2f33,9014154,3.3344,1059061,2.9079,2.6363,5.0369,3.2176,100,CUDAExecutionProvider,timed
64a3f8ba8735c09f8ed1d8767e53b281,29668746,50.1204,21967667,3.7918,3.5717,5.7328,4.1672,100,CUDAExecutionProvider,timed
64e617b3d07537e40a3af1e46f04149c,6070666,1.4493,0,2.3675,2.1060,4.3122,2.6462,100,CUDAExecutionProvider,timed
64f65883b65c291d04968606b20d998f,3940181,1.2713,0,3.5907,3.1814,5.5965,3.9018,100,CUDAExecutionProvider,timed
654692dd64411ca0a2cc2ee12897f201,1151626,0.6687,0,1.2461,1.0683,2.2657,1.4551,100,CUDAExecutionProvider,timed
65933d33a02a18bb48533c4c1046530e,7695498,1.6606,0,2.3371,2.0674,3.7542,2.6077,100,CUDAExecutionProvider,timed
662d9184fd7655dd178bf295c956ee95,20368266,29.2707,12656312,3.1725,2.9419,4.6589,3.3620,100,CUDAExecutionProvider,timed
66344e4ea26195131f153b084f6e0bf2,12274570,10.3894,4372561,1.8066,1.6760,3.1508,2.0310,100,CUDAExecutionProvider,timed
66b65750b26b4418ef9639f2b929fa0f,16118666,19.3802,8262778,3.1541,2.8464,5.0577,3.4876,100,CUDAExecutionProvider,timed
